t,seq,frame_age_ms,round,hold,cue_label,cue_name,phase,vocabulary,hand_detected,hand_auth,face_auth,mode,raw_gesture,emitted_gesture,command,fb_stable_count,gesture_conf,battery,altitude_cm,actuation_suppressed,bbox_area,delta_s,lm00_x,lm00_y,lm00_z,lm01_x,lm01_y,lm01_z,lm02_x,lm02_y,lm02_z,lm03_x,lm03_y,lm03_z,lm04_x,lm04_y,lm04_z,lm05_x,lm05_y,lm05_z,lm06_x,lm06_y,lm06_z,lm07_x,lm07_y,lm07_z,lm08_x,lm08_y,lm08_z,lm09_x,lm09_y,lm09_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,delta_s_rec,bbox_area_rec,replayed
1789944811.5330334,4654,0.79,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,46,0.7174006700515747,80.0,40.0,1,,,0.640991926,0.784632921,1.31672039e-07,0.595090091,0.75952065,-0.0113202594,0.560403407,0.719016314,-0.0155651569,0.543497503,0.67509228,-0.0196442194,0.532485664,0.636002541,-0.0221867859,0.574927509,0.644866109,0.0026016077,0.561128616,0.593794823,-0.00500389328,0.554547548,0.564144671,-0.0131772375,0.549621701,0.539457977,-0.0194176771,0.602459252,0.633261681,0.000897084887,0.592485666,0.580952227,-0.00448960066,0.586978674,0.553104103,-0.0109411003,0.581172824,0.532501876,-0.0158210769,0.629581928,0.634071469,-0.00369270612,0.625039339,0.585530996,-0.0101905242,0.619594336,0.560535729,-0.0131497318,0.611369133,0.542619586,-0.0153014706,0.657449305,0.64500314,-0.00988617726,0.659151912,0.604942799,-0.015532285,0.655961812,0.583199024,-0.0160825234,0.649525166,0.566339254,-0.0159339141,-0.02653647568836637,0.03360533859894588,UP
1789944811.602496,4655,1.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,47,0.715096116065979,80.0,40.0,1,,,0.640991926,0.784632921,1.31672039e-07,0.595090091,0.75952065,-0.0113202594,0.560403407,0.719016314,-0.0155651569,0.543497503,0.67509228,-0.0196442194,0.532485664,0.636002541,-0.0221867859,0.574927509,0.644866109,0.0026016077,0.561128616,0.593794823,-0.00500389328,0.554547548,0.564144671,-0.0131772375,0.549621701,0.539457977,-0.0194176771,0.602459252,0.633261681,0.000897084887,0.592485666,0.580952227,-0.00448960066,0.586978674,0.553104103,-0.0109411003,0.581172824,0.532501876,-0.0158210769,0.629581928,0.634071469,-0.00369270612,0.625039339,0.585530996,-0.0101905242,0.619594336,0.560535729,-0.0131497318,0.611369133,0.542619586,-0.0153014706,0.657449305,0.64500314,-0.00988617726,0.659151912,0.604942799,-0.015532285,0.655961812,0.583199024,-0.0160825234,0.649525166,0.566339254,-0.0159339141,-0.017524001507898176,0.03301643859466452,UP
1789944811.6346169,4656,1.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,48,0.7117143869400024,80.0,40.0,1,,,0.640052795,0.787787914,1.40941438e-07,0.595078349,0.765429795,-0.0136684068,0.560815692,0.724000812,-0.0192260966,0.544239283,0.678841233,-0.0241327044,0.534014285,0.637764931,-0.0274857339,0.575989425,0.647706211,-0.000341880688,0.563379467,0.597533166,-0.00913445279,0.557007432,0.568832755,-0.0180300139,0.552028596,0.544989109,-0.0248808786,0.603661597,0.636328518,-0.00152546202,0.594272017,0.58436501,-0.00831026398,0.588555813,0.556391418,-0.0155240297,0.582175493,0.536757886,-0.0208987687,0.630749822,0.638177037,-0.00580160087,0.627533913,0.588762701,-0.0142997457,0.622205317,0.56320554,-0.0184968747,0.613411903,0.545227945,-0.0213235933,0.658500195,0.650760353,-0.0117365131,0.661267757,0.610611737,-0.0201301444,0.658116817,0.588532984,-0.0225110017,0.650717258,0.571774721,-0.0234509073,-0.011416978470604449,0.0326394906260532,UP
1789944811.6804938,4657,12.96,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,49,0.7095162868499756,80.0,40.0,1,,,0.640052795,0.787787914,1.40941438e-07,0.595078349,0.765429795,-0.0136684068,0.560815692,0.724000812,-0.0192260966,0.544239283,0.678841233,-0.0241327044,0.534014285,0.637764931,-0.0274857339,0.575989425,0.647706211,-0.000341880688,0.563379467,0.597533166,-0.00913445279,0.557007432,0.568832755,-0.0180300139,0.552028596,0.544989109,-0.0248808786,0.603661597,0.636328518,-0.00152546202,0.594272017,0.58436501,-0.00831026398,0.588555813,0.556391418,-0.0155240297,0.582175493,0.536757886,-0.0208987687,0.630749822,0.638177037,-0.00580160087,0.627533913,0.588762701,-0.0142997457,0.622205317,0.56320554,-0.0184968747,0.613411903,0.545227945,-0.0213235933,0.658500195,0.650760353,-0.0117365131,0.661267757,0.610611737,-0.0201301444,0.658116817,0.588532984,-0.0225110017,0.650717258,0.571774721,-0.0234509073,-0.0074755144686134475,0.03239549364162997,UP
1789944811.7047534,4658,1.02,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7104555368423462,80.0,40.0,1,,,0.641266584,0.789486527,1.45042165e-07,0.595120728,0.764339566,-0.013278923,0.562870562,0.720771432,-0.0179970879,0.548327446,0.675315201,-0.0220811125,0.539397001,0.634557962,-0.0248140208,0.581646323,0.645135522,0.00115321134,0.569923103,0.594761431,-0.00710296724,0.563051283,0.564658821,-0.0162791722,0.556592226,0.539035618,-0.0235785712,0.609460592,0.635133028,8.91047021e-05,0.601469278,0.583394706,-0.00573106483,0.595586002,0.55539912,-0.0133753959,0.588172317,0.53392005,-0.01940245,0.636672974,0.637174547,-0.00400313595,0.632616222,0.589225352,-0.0113003217,0.626814902,0.564101815,-0.0155219892,0.618071198,0.544272661,-0.0187197849,0.66427201,0.649556875,-0.00983139593,0.66604358,0.610425651,-0.0167966187,0.6632424,0.588436544,-0.0185931604,0.657019198,0.569867611,-0.0194716267,-0.0002944607702829402,0.03238595443961856,UP
1789944811.7682462,4659,2.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7110660076141357,80.0,40.0,1,,,0.641266584,0.789486527,1.45042165e-07,0.595120728,0.764339566,-0.013278923,0.562870562,0.720771432,-0.0179970879,0.548327446,0.675315201,-0.0220811125,0.539397001,0.634557962,-0.0248140208,0.581646323,0.645135522,0.00115321134,0.569923103,0.594761431,-0.00710296724,0.563051283,0.564658821,-0.0162791722,0.556592226,0.539035618,-0.0235785712,0.609460592,0.635133028,8.91047021e-05,0.601469278,0.583394706,-0.00573106483,0.595586002,0.55539912,-0.0133753959,0.588172317,0.53392005,-0.01940245,0.636672974,0.637174547,-0.00400313595,0.632616222,0.589225352,-0.0113003217,0.626814902,0.564101815,-0.0155219892,0.618071198,0.544272661,-0.0187197849,0.66427201,0.649556875,-0.00983139593,0.66604358,0.610425651,-0.0167966187,0.6632424,0.588436544,-0.0185931604,0.657019198,0.569867611,-0.0194716267,-0.00020133038977171184,0.0323794341627881,UP
1789944811.802155,4660,1.68,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7163712978363037,80.0,40.0,1,,,0.651601076,0.786222577,1.80088165e-07,0.603541791,0.764285326,-0.015506872,0.569467843,0.718262136,-0.0207487792,0.554201722,0.66943717,-0.0245635882,0.546994865,0.626414716,-0.0269296356,0.589319527,0.639899075,-0.00226227567,0.575201869,0.587210715,-0.0101248501,0.568425179,0.554269791,-0.0189803354,0.562959909,0.526787043,-0.026136443,0.618614554,0.6283741,-0.00220691808,0.609651566,0.573552847,-0.00684027048,0.603640079,0.542326689,-0.0140513368,0.596744835,0.518319249,-0.0200216416,0.647711217,0.630775452,-0.0051182406,0.642598629,0.578003943,-0.011822788,0.636173308,0.549905658,-0.0165900514,0.627318621,0.526990652,-0.0205787513,0.676856697,0.644741535,-0.00982076488,0.680235326,0.603902578,-0.0170686282,0.679380059,0.581009507,-0.0191780794,0.675703883,0.561121225,-0.0203697216,0.03527823958456106,0.03352172359879546,UP
1789944811.8528898,4661,20.81,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7198197841644287,80.0,40.0,1,,,0.651601076,0.786222577,1.80088165e-07,0.603541791,0.764285326,-0.015506872,0.569467843,0.718262136,-0.0207487792,0.554201722,0.66943717,-0.0245635882,0.546994865,0.626414716,-0.0269296356,0.589319527,0.639899075,-0.00226227567,0.575201869,0.587210715,-0.0101248501,0.568425179,0.554269791,-0.0189803354,0.562959909,0.526787043,-0.026136443,0.618614554,0.6283741,-0.00220691808,0.609651566,0.573552847,-0.00684027048,0.603640079,0.542326689,-0.0140513368,0.596744835,0.518319249,-0.0200216416,0.647711217,0.630775452,-0.0051182406,0.642598629,0.578003943,-0.011822788,0.636173308,0.549905658,-0.0165900514,0.627318621,0.526990652,-0.0205787513,0.676856697,0.644741535,-0.00982076488,0.680235326,0.603902578,-0.0170686282,0.679380059,0.581009507,-0.0191780794,0.675703883,0.561121225,-0.0203697216,0.022465871947995538,0.0342748183486421,UP
1789944811.8768268,4662,10.97,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7309534549713135,80.0,40.0,1,,,0.659188211,0.783496857,2.26833237e-07,0.610519648,0.761777163,-0.0171087291,0.575408995,0.715304911,-0.0244538728,0.560279369,0.665665448,-0.0302981548,0.553567111,0.619694173,-0.0347237624,0.596849442,0.634276569,-0.00692652771,0.582734942,0.575910747,-0.0176212005,0.576925933,0.539943516,-0.0278854277,0.573046267,0.508461595,-0.0359777436,0.627006948,0.622994661,-0.00748657389,0.617090166,0.563371539,-0.0150076933,0.611560822,0.527396619,-0.0239103213,0.605486453,0.496435642,-0.0312158614,0.657089174,0.625936508,-0.0111234179,0.652084708,0.567066729,-0.0210043211,0.646038413,0.534700453,-0.0276742596,0.636896491,0.505875587,-0.0328555554,0.68801254,0.640533507,-0.0165008288,0.692911208,0.59394151,-0.0266510416,0.691662431,0.568837047,-0.0304765496,0.685459375,0.54635191,-0.0328261219,0.05704002555134757,0.03622985486301644,UP
1789944811.936432,4663,1.0,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7381901741027832,80.0,40.0,1,,,0.659188211,0.783496857,2.26833237e-07,0.610519648,0.761777163,-0.0171087291,0.575408995,0.715304911,-0.0244538728,0.560279369,0.665665448,-0.0302981548,0.553567111,0.619694173,-0.0347237624,0.596849442,0.634276569,-0.00692652771,0.582734942,0.575910747,-0.0176212005,0.576925933,0.539943516,-0.0278854277,0.573046267,0.508461595,-0.0359777436,0.627006948,0.622994661,-0.00748657389,0.617090166,0.563371539,-0.0150076933,0.611560822,0.527396619,-0.0239103213,0.605486453,0.496435642,-0.0312158614,0.657089174,0.625936508,-0.0111234179,0.652084708,0.567066729,-0.0210043211,0.646038413,0.534700453,-0.0276742596,0.636896491,0.505875587,-0.0328555554,0.68801254,0.640533507,-0.0165008288,0.692911208,0.59394151,-0.0266510416,0.691662431,0.568837047,-0.0304765496,0.685459375,0.54635191,-0.0328261219,0.0358543165950402,0.03752885154946739,UP
1789944811.9683464,4664,2.0,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7471914291381836,80.0,40.0,1,,,0.670041203,0.78107965,2.56691095e-07,0.618736565,0.762598455,-0.0198522657,0.581252754,0.710612655,-0.0282618534,0.566276193,0.656181276,-0.0344188213,0.561233997,0.605750322,-0.0392115004,0.605360568,0.617199183,-0.00946660992,0.591094017,0.555913329,-0.0199740566,0.585230291,0.517527163,-0.0309492406,0.580910921,0.485245109,-0.0399262197,0.639063299,0.605515718,-0.00952247344,0.629535735,0.541072011,-0.0167628713,0.623670995,0.502956033,-0.0268368516,0.617154539,0.473802269,-0.0350510366,0.672353148,0.610865474,-0.0127452454,0.66780597,0.547943354,-0.022890415,0.661996365,0.51406014,-0.0313647054,0.65272975,0.48489055,-0.0380147658,0.705721855,0.630023539,-0.0178262666,0.709918857,0.580553353,-0.0295785237,0.709299028,0.555153012,-0.0349595919,0.703450978,0.532912493,-0.038348671,0.07367008170192688,0.04029360510929614,UP
1789944812.0133288,4665,40.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7530422210693359,80.0,40.0,1,,,0.670041203,0.78107965,2.56691095e-07,0.618736565,0.762598455,-0.0198522657,0.581252754,0.710612655,-0.0282618534,0.566276193,0.656181276,-0.0344188213,0.561233997,0.605750322,-0.0392115004,0.605360568,0.617199183,-0.00946660992,0.591094017,0.555913329,-0.0199740566,0.585230291,0.517527163,-0.0309492406,0.580910921,0.485245109,-0.0399262197,0.639063299,0.605515718,-0.00952247344,0.629535735,0.541072011,-0.0167628713,0.623670995,0.502956033,-0.0268368516,0.617154539,0.473802269,-0.0350510366,0.672353148,0.610865474,-0.0127452454,0.66780597,0.547943354,-0.022890415,0.661996365,0.51406014,-0.0313647054,0.65272975,0.48489055,-0.0380147658,0.705721855,0.630023539,-0.0178262666,0.709918857,0.580553353,-0.0295785237,0.709299028,0.555153012,-0.0349595919,0.703450978,0.532912493,-0.038348671,0.045900956329112556,0.042143120117760446,UP
1789944812.037355,4666,3.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.761917233467102,80.0,40.0,1,,,0.67949301,0.782438815,2.51092075e-07,0.622684479,0.759306312,-0.0206891764,0.583659768,0.70333159,-0.0289731659,0.56863147,0.644678771,-0.0349884592,0.562999129,0.590921342,-0.0392521247,0.611057103,0.602704108,-0.00725214556,0.596936107,0.53802079,-0.0174423177,0.590669334,0.497942477,-0.0288164057,0.585268021,0.463504255,-0.0383873768,0.647332549,0.591240108,-0.00711608771,0.638914227,0.52443409,-0.0141579444,0.634235144,0.486267626,-0.0244901441,0.627819777,0.457225621,-0.0331538655,0.682558239,0.597639263,-0.0105735073,0.679561794,0.533406556,-0.0209151413,0.673736989,0.500016093,-0.0299666058,0.663340032,0.472499907,-0.0370803103,0.717857838,0.617880225,-0.0160843153,0.725264251,0.565583885,-0.0281454604,0.724644303,0.538527846,-0.0344367549,0.717853725,0.514709413,-0.0385924242,0.08508082722409,0.045728691639183694,UP
1789944812.109902,4667,1.0,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.767686128616333,80.0,40.0,1,,,0.67949301,0.782438815,2.51092075e-07,0.622684479,0.759306312,-0.0206891764,0.583659768,0.70333159,-0.0289731659,0.56863147,0.644678771,-0.0349884592,0.562999129,0.590921342,-0.0392521247,0.611057103,0.602704108,-0.00725214556,0.596936107,0.53802079,-0.0174423177,0.590669334,0.497942477,-0.0288164057,0.585268021,0.463504255,-0.0383873768,0.647332549,0.591240108,-0.00711608771,0.638914227,0.52443409,-0.0141579444,0.634235144,0.486267626,-0.0244901441,0.627819777,0.457225621,-0.0331538655,0.682558239,0.597639263,-0.0105735073,0.679561794,0.533406556,-0.0209151413,0.673736989,0.500016093,-0.0299666058,0.663340032,0.472499907,-0.0370803103,0.717857838,0.617880225,-0.0160843153,0.725264251,0.565583885,-0.0281454604,0.724644303,0.538527846,-0.0344367549,0.717853725,0.514709413,-0.0385924242,0.05265978168287511,0.048136754557546624,UP
1789944812.138335,4668,5.98,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7814474701881409,80.0,40.0,1,,,0.687350392,0.777453661,2.9318403e-07,0.626325369,0.754585028,-0.0242492743,0.585858643,0.687242627,-0.0340967253,0.571361244,0.620411754,-0.0415023044,0.568736434,0.560788631,-0.0470984653,0.616666198,0.580215275,-0.00890118349,0.59960115,0.509509802,-0.0217874851,0.591991127,0.463529408,-0.0356553346,0.587060332,0.426713169,-0.046511665,0.65682584,0.567095459,-0.00832859147,0.647082925,0.492170513,-0.0179170799,0.639670372,0.447754979,-0.0305014346,0.630800068,0.420963138,-0.0399987474,0.695667505,0.574885964,-0.0118352324,0.695013285,0.500510693,-0.0243830588,0.688649535,0.463303626,-0.0349331424,0.675794601,0.441207856,-0.0421667024,0.734121799,0.598791599,-0.0177301299,0.742561936,0.536083817,-0.031900581,0.739315391,0.506305754,-0.0389399305,0.72663343,0.489105999,-0.0427309722,0.09644913842480692,0.05277950306118839,UP
1789944812.18724,4669,23.97,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.7903923392295837,80.0,40.0,1,,,0.687350392,0.777453661,2.9318403e-07,0.626325369,0.754585028,-0.0242492743,0.585858643,0.687242627,-0.0340967253,0.571361244,0.620411754,-0.0415023044,0.568736434,0.560788631,-0.0470984653,0.616666198,0.580215275,-0.00890118349,0.59960115,0.509509802,-0.0217874851,0.591991127,0.463529408,-0.0356553346,0.587060332,0.426713169,-0.046511665,0.65682584,0.567095459,-0.00832859147,0.647082925,0.492170513,-0.0179170799,0.639670372,0.447754979,-0.0305014346,0.630800068,0.420963138,-0.0399987474,0.695667505,0.574885964,-0.0118352324,0.695013285,0.500510693,-0.0243830588,0.688649535,0.463303626,-0.0349331424,0.675794601,0.441207856,-0.0421667024,0.734121799,0.598791599,-0.0177301299,0.742561936,0.536083817,-0.031900581,0.739315391,0.506305754,-0.0389399305,0.72663343,0.489105999,-0.0427309722,0.05934245241824876,0.05591156821025578,UP
1789944812.2117803,4670,12.57,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.8026710152626038,80.0,40.0,1,,,0.697823584,0.783914626,2.90727911e-07,0.63064599,0.753237963,-0.0293224081,0.58476311,0.681768179,-0.0412842743,0.568779588,0.607169211,-0.0503272749,0.568707824,0.539394259,-0.0569749884,0.619923115,0.566594541,-0.00848264154,0.60121721,0.490573108,-0.0231949091,0.592673779,0.44349879,-0.0392631628,0.58696121,0.40385741,-0.0520797074,0.664090097,0.55234617,-0.00659307325,0.653354764,0.472072452,-0.017749982,0.646794319,0.424229205,-0.0332505666,0.638273656,0.396046668,-0.0456033647,0.705555737,0.559855103,-0.00983274635,0.704932034,0.481388927,-0.0256695691,0.697469354,0.441678703,-0.0407807231,0.683106601,0.421164453,-0.050986439,0.746189833,0.582911134,-0.0157978144,0.75298655,0.513172388,-0.0339779072,0.749567389,0.482169658,-0.044926174,0.736797273,0.467447698,-0.051352229,0.09360904514449966,0.061145396722949386,UP
1789944812.268053,4671,2.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.8106521964073181,80.0,40.0,1,,,0.697823584,0.783914626,2.90727911e-07,0.63064599,0.753237963,-0.0293224081,0.58476311,0.681768179,-0.0412842743,0.568779588,0.607169211,-0.0503272749,0.568707824,0.539394259,-0.0569749884,0.619923115,0.566594541,-0.00848264154,0.60121721,0.490573108,-0.0231949091,0.592673779,0.44349879,-0.0392631628,0.58696121,0.40385741,-0.0520797074,0.664090097,0.55234617,-0.00659307325,0.653354764,0.472072452,-0.017749982,0.646794319,0.424229205,-0.0332505666,0.638273656,0.396046668,-0.0456033647,0.705555737,0.559855103,-0.00983274635,0.704932034,0.481388927,-0.0256695691,0.697469354,0.441678703,-0.0407807231,0.683106601,0.421164453,-0.050986439,0.746189833,0.582911134,-0.0157978144,0.75298655,0.513172388,-0.0339779072,0.749567389,0.482169658,-0.044926174,0.736797273,0.467447698,-0.051352229,0.05765543659611285,0.06467076126685356,UP
1789944812.3045847,4672,2.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.8278363943099976,80.0,40.0,1,,,0.70596987,0.784013271,3.47187722e-07,0.635012686,0.752670109,-0.0312533937,0.586472392,0.675272763,-0.0441932119,0.569646358,0.595238507,-0.0541373827,0.568018019,0.524147391,-0.0617471226,0.624803007,0.545284986,-0.0128624234,0.603933454,0.462182403,-0.0300028138,0.593477428,0.40899843,-0.0480208024,0.586415231,0.36540997,-0.0619970113,0.673221648,0.529579222,-0.0117574129,0.66445601,0.440316141,-0.0257721208,0.657313883,0.38638708,-0.0431775376,0.648035645,0.359307796,-0.0560737662,0.719254255,0.539675653,-0.0158338789,0.72104305,0.452614009,-0.034805119,0.713357925,0.406569779,-0.051306922,0.698136449,0.388661206,-0.0615745112,0.763529778,0.568554103,-0.0227200929,0.774362981,0.491667628,-0.0445212796,0.772443771,0.456596166,-0.0565126166,0.760186613,0.44475463,-0.0625629127,0.11816876080786651,0.07231282498625902,UP
1789944812.3466456,4673,15.13,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.8390061855316162,80.0,40.0,1,,,0.70596987,0.784013271,3.47187722e-07,0.635012686,0.752670109,-0.0312533937,0.586472392,0.675272763,-0.0441932119,0.569646358,0.595238507,-0.0541373827,0.568018019,0.524147391,-0.0617471226,0.624803007,0.545284986,-0.0128624234,0.603933454,0.462182403,-0.0300028138,0.593477428,0.40899843,-0.0480208024,0.586415231,0.36540997,-0.0619970113,0.673221648,0.529579222,-0.0117574129,0.66445601,0.440316141,-0.0257721208,0.657313883,0.38638708,-0.0431775376,0.648035645,0.359307796,-0.0560737662,0.719254255,0.539675653,-0.0158338789,0.72104305,0.452614009,-0.034805119,0.713357925,0.406569779,-0.051306922,0.698136449,0.388661206,-0.0615745112,0.763529778,0.568554103,-0.0227200929,0.774362981,0.491667628,-0.0445212796,0.772443771,0.456596166,-0.0565126166,0.760186613,0.44475463,-0.0625629127,0.07185241727160487,0.07750867626126023,UP
1789944812.3680143,4674,2.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.856747567653656,80.0,40.0,1,,,0.718864977,0.788683593,3.44260002e-07,0.642689347,0.749976158,-0.0333022028,0.591579318,0.669552565,-0.0481683239,0.574327588,0.585295677,-0.060206309,0.57103622,0.506958783,-0.0697977766,0.633816838,0.529240072,-0.0139256204,0.611613989,0.438131154,-0.0326062441,0.600230455,0.381671011,-0.0520468056,0.591422677,0.33439213,-0.0674427748,0.685422599,0.51365912,-0.0137323048,0.675051689,0.418181419,-0.0289704222,0.668685079,0.362929761,-0.0481493771,0.65949887,0.332366824,-0.0628917813,0.734768093,0.525161624,-0.0190676805,0.736626804,0.431859732,-0.0397089645,0.732116044,0.383384943,-0.0574736297,0.718064129,0.361315012,-0.0691292807,0.781534612,0.556097686,-0.0274047144,0.794547021,0.475258499,-0.0505655222,0.795850158,0.44020468,-0.0627129525,0.785130501,0.428630173,-0.0692165941,0.10564172686695766,0.08569682666867173,UP
1789944812.4353418,4675,1.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.8682794570922852,80.0,40.0,1,,,0.718864977,0.788683593,3.44260002e-07,0.642689347,0.749976158,-0.0333022028,0.591579318,0.669552565,-0.0481683239,0.574327588,0.585295677,-0.060206309,0.57103622,0.506958783,-0.0697977766,0.633816838,0.529240072,-0.0139256204,0.611613989,0.438131154,-0.0326062441,0.600230455,0.381671011,-0.0520468056,0.591422677,0.33439213,-0.0674427748,0.685422599,0.51365912,-0.0137323048,0.675051689,0.418181419,-0.0289704222,0.668685079,0.362929761,-0.0481493771,0.65949887,0.332366824,-0.0628917813,0.734768093,0.525161624,-0.0190676805,0.736626804,0.431859732,-0.0397089645,0.732116044,0.383384943,-0.0574736297,0.718064129,0.361315012,-0.0691292807,0.781534612,0.556097686,-0.0274047144,0.794547021,0.475258499,-0.0505655222,0.795850158,0.44020468,-0.0627129525,0.785130501,0.428630173,-0.0692165941,0.06467331706477533,0.09123912471125983,UP
1789944812.465611,4676,1.99,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.8940409421920776,80.0,40.0,1,,,0.738400578,0.795677245,4.48389983e-07,0.661584735,0.759127498,-0.04206663,0.60839355,0.676929057,-0.0635383502,0.591530383,0.591427386,-0.0803534538,0.593027592,0.507999063,-0.0947200134,0.653198123,0.515078366,-0.0307372902,0.627368629,0.414501071,-0.0559050292,0.615692198,0.349962413,-0.0790143237,0.609058261,0.294136465,-0.0972201899,0.710107148,0.497952402,-0.0297059417,0.699112713,0.391953766,-0.0495663732,0.697025061,0.330355883,-0.0712875351,0.695337474,0.289446384,-0.0880759358,0.765670598,0.511975884,-0.0344124883,0.765762687,0.414822012,-0.0579457246,0.76576817,0.363159984,-0.0765015557,0.761955976,0.328253686,-0.0896643773,0.818773508,0.550966859,-0.0429524779,0.830297947,0.4757061,-0.0689611509,0.838551641,0.438259244,-0.0824208632,0.841544628,0.413835317,-0.0903244019,0.11967273632991804,0.10215796042580294,UP
1789944812.5115368,4677,11.97,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.9107859134674072,80.0,40.0,1,,,0.738400578,0.795677245,4.48389983e-07,0.661584735,0.759127498,-0.04206663,0.60839355,0.676929057,-0.0635383502,0.591530383,0.591427386,-0.0803534538,0.593027592,0.507999063,-0.0947200134,0.653198123,0.515078366,-0.0307372902,0.627368629,0.414501071,-0.0559050292,0.615692198,0.349962413,-0.0790143237,0.609058261,0.294136465,-0.0972201899,0.710107148,0.497952402,-0.0297059417,0.699112713,0.391953766,-0.0495663732,0.697025061,0.330355883,-0.0712875351,0.695337474,0.289446384,-0.0880759358,0.765670598,0.511975884,-0.0344124883,0.765762687,0.414822012,-0.0579457246,0.76576817,0.363159984,-0.0765015557,0.761955976,0.328253686,-0.0896643773,0.818773508,0.550966859,-0.0429524779,0.830297947,0.4757061,-0.0689611509,0.838551641,0.438259244,-0.0824208632,0.841544628,0.413835317,-0.0903244019,0.07341771988343491,0.10965816494820757,UP
1789944812.5334778,4678,0.0,1,9,5,FORWARD,hold,rule,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,50,0.93684184551239,80.0,40.0,1,,,0.753013074,0.81560266,4.55664207e-07,0.673673749,0.773805082,-0.0433690138,0.61842823,0.690387368,-0.0654775351,0.60339874,0.602591038,-0.0828956664,0.60269475,0.517606497,-0.098144643,0.665321231,0.521721482,-0.0352195278,0.639192581,0.412738383,-0.06461294,0.627924681,0.340658426,-0.0899165347,0.624632359,0.279105753,-0.108841911,0.72796756,0.502685249,-0.0349546075,0.718120813,0.387161851,-0.0580716543,0.720289886,0.321318686,-0.0811744109,0.72580415,0.27591157,-0.0983045474,0.787972748,0.517804444,-0.0404513776,0.78825587,0.41108796,-0.0677922219,0.794488251,0.356176972,-0.0865810513,0.799622476,0.320217222,-0.0990400836,0.844781995,0.558113098,-0.0497701727,0.859765589,0.478752404,-0.0789104328,0.87403971,0.441883445,-0.0914744064,0.885068715,0.420040488,-0.0977750644,0.12056817752186277,0.12287945004640477,UP
