t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,svm_infer_ms,svm_infer_ms_ran
1789938561.5735362,160,0.05097150802612305,19.618803498760467,1.0302066802978516,17.892099975142628,0.004100031219422817,1,,0,,0,0,17.86070002708584,1,hover,0.015400000847876072,1,,
1789938561.5943131,161,0.020776987075805664,48.130173848184064,6.990671157836914,0.03279995871707797,0.004300032742321491,1,,0,,0,0,,0,hover,0.01409999094903469,1,,
1789938561.6812568,162,0.0869436264038086,11.501705661039631,4.624128341674805,24.019000004045665,0.004700035788118839,1,4.781499970704317,1,,0,0,19.210800004657358,1,hover,0.01610000617802143,1,,
1789938561.704396,163,0.023139238357543945,43.21663421017382,14.197587966918945,0.03709999145939946,0.0048999791033566,1,,0,,0,0,,0,hover,0.018200022168457508,1,,
1789938561.7400675,164,0.03567147254943848,28.033605806826763,0.9965896606445312,18.096699961461127,0.003999972250312567,1,,0,,0,0,18.066999968141317,1,hover,0.014399993233382702,1,,
1789938561.7570226,165,0.016955137252807617,58.979174576390356,0.9965896606445312,0.035999983083456755,0.005499983672052622,1,,0,,0,0,,0,hover,0.015700003132224083,1,,
1789938561.851176,166,0.09415340423583984,10.620964882960083,4.403829574584961,23.965500004123896,0.006099988240748644,1,5.745299975387752,1,,0,0,18.186000001151115,1,hover,0.02010003663599491,1,,
1789938561.8611526,167,0.009976625442504883,100.23429322499702,11.004209518432617,0.0371999922208488,0.005199981387704611,1,,0,,0,0,,0,hover,0.016700010746717453,1,,
1789938561.92212,168,0.060967445373535156,16.40219618639428,10.969400405883789,18.64279998699203,0.004499976057559252,1,,0,,0,0,18.610699975397438,1,hover,0.016000005416572094,1,,
1789938561.9320931,169,0.00997304916381836,100.2702366722448,11.969327926635742,0.0274000340141356,0.00400003045797348,1,,0,,0,0,,0,hover,0.012299977242946625,1,,
1789938562.0195024,170,0.08740925788879395,11.440435763363256,11.660337448120117,22.446800023317337,0.005800044164061546,1,4.778000002261251,1,,0,0,17.639199970290065,1,hover,0.016899954061955214,1,,
1789938562.028513,171,0.009010553359985352,110.98097531288863,7.978200912475586,0.0274000340141356,0.004299974534660578,1,,0,,0,0,,0,hover,0.012200034689158201,1,,
1789938562.071711,172,0.0431981086730957,23.149161635004912,1.9907951354980469,18.212600029073656,0.004299974534660578,1,,0,,0,0,18.18070001900196,1,hover,0.015600002370774746,1,,
1789938562.0886388,173,0.016927719116210938,59.074704225352114,0.9653568267822266,0.0344999716617167,0.004599976819008589,1,,0,,0,0,,0,hover,0.015099998563528061,1,,
1789938562.177078,174,0.0884392261505127,11.307199797272343,1.0294914245605469,23.381800041534007,0.00500003807246685,1,4.8028999590314925,1,,0,0,18.549500033259392,1,hover,0.017199956346303225,1,,
1789938562.1980429,175,0.020964860916137695,47.698861633288985,5.039453506469727,0.0363999861292541,0.004900037311017513,1,,0,,0,0,,0,hover,0.015300000086426735,1,,
1789938562.2448301,176,0.046787261962890625,21.373338768854463,5.889892578125,17.805100011173636,0.004100031219422817,1,,0,,0,0,17.774100007954985,1,hover,0.015399942640215158,1,,
1789938562.2587914,177,0.013961315155029297,71.62648997575054,6.981372833251953,0.06959994789212942,0.004200031980872154,1,,0,,0,0,,0,hover,0.030499999411404133,1,,
1789938562.3586245,178,0.09983301162719727,10.016726769039716,11.758565902709961,22.905200021341443,0.004699977580457926,1,4.805200034752488,1,,0,0,18.071900005452335,1,hover,0.016400008462369442,1,,
1789938562.3815672,179,0.022942781448364258,43.58669423978218,30.92169761657715,0.0323000131174922,0.004199973773211241,1,,0,,0,0,,0,hover,0.014499993994832039,1,,
1789938562.4094546,180,0.027887344360351562,35.8585596060461,6.087541580200195,17.839400039520115,0.004100031219422817,1,,0,,0,0,17.808300035540015,1,hover,0.015199999324977398,1,,
1789938562.429402,181,0.019947528839111328,50.131522960342316,32.47952461242676,0.03559998003765941,0.0048999791033566,1,,0,,0,0,,0,hover,0.015199999324977398,1,,
1789938562.5193334,182,0.08993124961853027,11.119605301180544,3.0226707458496094,28.922000026796013,0.004999979864805937,1,6.115900003351271,1,,0,0,22.775800025556237,1,hover,0.017600017599761486,1,,
1789938562.531303,183,0.011969566345214844,83.54521552067564,7.013797760009766,0.03270001616328955,0.0048999791033566,1,,0,,0,0,,0,hover,0.01610000617802143,1,,
1789938562.583792,184,0.05248904228210449,19.05159546683019,3.018617630004883,22.143499983940274,0.005400041118264198,1,,0,,0,0,22.105899988673627,1,hover,0.018599967006593943,1,,
1789938562.6062722,185,0.022480249404907227,44.48349224193702,1.9941329956054688,0.04329998046159744,0.005999987479299307,1,,0,,0,0,,0,hover,0.019099970813840628,1,,
1789938562.6864798,186,0.08020758628845215,12.467648588796576,0.9944438934326172,29.15050002047792,0.005499983672052622,1,5.93980000121519,1,,0,0,23.177600000053644,1,hover,0.02039998071268201,1,,
1789938562.6993759,187,0.012896060943603516,77.54305786651877,6.453275680541992,0.03309996100142598,0.005399982910603285,1,,0,,0,0,,0,hover,0.015099998563528061,1,,
1789938562.7551565,188,0.055780649185180664,17.927363962369796,1.9953250885009766,24.04629997909069,0.004399975296109915,1,,0,,0,0,24.013099959120154,1,hover,0.01680001150816679,1,,
1789938562.766256,189,0.011099576950073242,90.0935237890667,2.7196407318115234,0.03330002073198557,0.005299982149153948,1,,0,,0,0,,0,hover,0.014999997802078724,1,,
1789938562.8567686,190,0.09051251411437988,11.048196039901274,3.989696502685547,28.527999995276332,0.006199989002197981,1,6.396799988579005,1,,0,0,22.095600026659667,1,hover,0.021600048057734966,1,,
1789938562.8694327,191,0.012664079666137695,78.96349567934936,10.669231414794922,0.04460004856809974,0.006299989763647318,1,,0,,0,0,,0,hover,0.021000043489038944,1,,
1789938562.9158168,192,0.04638409614562988,21.55911364232147,0.9970664978027344,21.723100042436272,0.004600035026669502,1,,0,,0,0,21.690200024750084,1,hover,0.015799945686012506,1,,
1789938562.927815,193,0.011998176574707031,83.34599793339162,1.6710758209228516,0.039300008211284876,0.005799985956400633,1,,0,,0,0,,0,hover,0.01750001683831215,1,,
1789938563.0234413,194,0.0956263542175293,10.457368245214242,1.6360282897949219,28.728000004775822,0.00500003807246685,1,5.9692999930121005,1,,0,0,22.729599964804947,1,hover,0.01769996015354991,1,,
1789938563.0354455,195,0.01200413703918457,83.30461379570598,6.988286972045898,0.047200010158121586,0.007299997378140688,1,,0,,0,0,,0,hover,0.023200002033263445,1,,
1789938563.087847,196,0.05240154266357422,19.083407647369285,1.9822120666503906,25.114000018220395,0.004699977580457926,1,,0,,0,0,25.081100000534207,1,hover,0.01610000617802143,1,,
1789938563.09785,197,0.010003089904785156,99.96911049671084,4.98652458190918,0.03489997470751405,0.005299982149153948,1,,0,,0,0,,0,hover,0.015900004655122757,1,,
1789938563.194453,198,0.0966029167175293,10.351654318306341,1.9962787628173828,28.673199994955212,0.007199996616691351,1,5.930499988608062,1,,0,0,22.70150004187599,1,hover,0.024800014216452837,1,,
1789938563.2050052,199,0.010552167892456055,94.767256377234,8.527755737304688,0.03549997927621007,0.005500041879713535,1,,0,,0,0,,0,hover,0.015900004655122757,1,,
1789938563.2507348,200,0.045729637145996094,21.867656566077873,2.0356178283691406,21.826599957421422,0.004300032742321491,1,,0,,0,0,21.7928999918513,1,hover,0.016700010746717453,1,,
1789938563.2617385,201,0.011003732681274414,90.87825276796741,4.021883010864258,0.03779999678954482,0.00589998671784997,1,,0,,0,0,,0,hover,0.016700010746717453,1,,
1789938563.373992,202,0.11225342750549316,8.908413954229278,1.0039806365966797,47.94419999234378,0.005399982910603285,1,6.203699973411858,1,,0,0,41.711100027896464,1,hover,0.016600009985268116,1,,
1789938563.383982,203,0.00998997688293457,100.10033173432615,20.04408836364746,0.04280003486201167,0.006299989763647318,1,,0,,0,0,,0,hover,0.017600017599761486,1,,
1789938563.4168768,204,0.03289484977722168,30.399895630241137,5.984067916870117,20.356299995910376,0.004400033503770828,1,,0,,0,0,20.322500029578805,1,hover,0.01610000617802143,1,,
1789938563.4278774,205,0.011000633239746094,90.90385782401387,2.0246505737304688,0.04040001658722758,0.006099988240748644,1,,0,,0,0,,0,hover,0.017400016076862812,1,,
1789938563.4961312,206,0.06825375556945801,14.651208444967637,0.9977817535400391,25.502600008621812,0.011699972674250603,1,6.251099985092878,1,,0,0,19.184899982064962,1,hover,0.03940000897273421,1,,
1789938563.5238242,207,0.02769303321838379,36.11016504093738,1.4255046844482422,0.037299992982298136,0.005200039595365524,1,,0,,0,0,,0,hover,0.016200006939470768,1,,
1789938563.5987766,208,0.07495236396789551,13.341807343505963,2.0263195037841797,39.88889994798228,0.004300032742321491,1,,0,,0,0,39.85789994476363,1,hover,0.014999997802078724,1,,
1789938563.60869,209,0.009913444519042969,100.87311207311207,14.853954315185547,0.03400002606213093,0.007199996616691351,1,,0,,0,0,,0,hover,0.014199991710484028,1,,
1789938563.6876898,210,0.07899975776672363,12.658266661435526,2.994060516357422,25.58890002546832,0.005299982149153948,1,6.0186999617144465,1,,0,0,19.541400019079447,1,hover,0.017300015315413475,1,,
1789938563.6968138,211,0.009124040603637695,109.60056442551412,3.0269622802734375,0.034400029107928276,0.005399982910603285,1,,0,,0,0,,0,hover,0.015199999324977398,1,,
1789938563.752657,212,0.05584311485290527,17.907310554471593,2.9921531677246094,24.030499975197017,0.005200039595365524,1,,0,,0,0,23.993899987544864,1,hover,0.0173999578692019,1,,
1789938563.7624948,213,0.009837865829467773,101.64806242881032,1.9955635070800781,0.03879994619637728,0.005800044164061546,1,,0,,0,0,,0,hover,0.0173999578692019,1,,
1789938563.8626614,214,0.10016655921936035,9.983371773907537,4.023551940917969,32.856800011359155,0.006999995093792677,1,8.083400025498122,1,,0,0,24.732899968512356,1,hover,0.024800014216452837,1,,
1789938563.87593,215,0.013268709182739258,75.36528129660576,16.4186954498291,0.05590001819655299,0.008200004231184721,1,,0,,0,0,,0,hover,0.0247000134550035,1,,
1789938563.9284854,216,0.05255532264709473,19.027568467516208,4.977941513061523,27.97740005189553,0.005499983672052622,1,,0,,0,0,27.9370000353083,1,hover,0.02050003968179226,1,,
1789938563.9407587,217,0.012273311614990234,81.47760208244298,15.234231948852539,0.03890000516548753,0.006199989002197981,1,,0,,0,0,,0,hover,0.017700018361210823,1,,
1789938564.0332978,218,0.09253907203674316,10.806246248103118,2.026796340942383,36.1212000134401,0.006299989763647318,1,7.09389999974519,1,,0,0,28.991099970880896,1,hover,0.021600048057734966,1,,
1789938564.0450623,219,0.0117645263671875,85.00129701686122,22.73392677307129,0.05029997555539012,0.006200047209858894,1,,0,,0,0,,0,search_360,0.02729997504502535,1,,
1789938564.0853267,220,0.04026436805725098,24.835854832692842,7.487773895263672,23.190499981865287,0.005800044164061546,1,,0,,0,0,23.15590000944212,1,search_360,0.01580000389367342,1,,
1789938564.0969086,221,0.011581897735595703,86.34163613158219,6.994962692260742,0.039000005926936865,0.006599992047995329,1,,0,,0,0,,0,search_360,0.017400016076862812,1,,
1789938564.1894016,222,0.09249305725097656,10.811622296001485,0.9977817535400391,29.88230000482872,0.005999987479299307,1,6.15460000699386,1,,0,0,23.697700002230704,1,search_360,0.016000005416572094,1,,
1789938564.2013984,223,0.011996746063232422,83.35593624547876,7.977008819580078,0.0350000336766243,0.005999987479299307,1,,0,,0,0,,0,search_360,0.013999990187585354,1,,
1789938564.2531524,224,0.051753997802734375,19.3221788162453,2.0291805267333984,24.405800038948655,0.005299982149153948,1,,0,,0,0,24.37270001973957,1,search_360,0.014899997040629387,1,,
1789938564.2641244,225,0.010972023010253906,91.14089526292916,4.987955093383789,0.03679998917505145,0.006299989763647318,1,,0,,0,0,,0,search_360,0.014899997040629387,1,,
1789938564.3668423,226,0.10271787643432617,9.735403755541629,3.023862838745117,32.2850999655202,0.006399990525096655,1,7.487700029741973,1,,0,0,24.762699962593615,1,search_360,0.01999997766688466,1,,
1789938564.3757899,227,0.008947610855102539,111.76167763596152,15.469074249267578,0.029199989512562752,0.005199981387704611,1,,0,,0,0,,0,search_360,0.01160003012046218,1,,
1789938564.421399,228,0.045609235763549805,21.925383823229605,3.0252933502197266,25.229800026863813,0.005299982149153948,1,,0,,0,0,25.195800000801682,1,search_360,0.015600002370774746,1,,
1789938564.4323397,229,0.0109405517578125,91.40306834030683,31.894207000732422,0.035699980799108744,0.005999987479299307,1,,0,,0,0,,0,search_360,0.014399993233382702,1,,
1789938564.5289528,230,0.09661316871643066,10.350555864026159,1.0249614715576172,32.40180003922433,0.006699992809444666,1,7.451799989212304,1,,0,0,24.917000031564385,1,search_360,0.017400016076862812,1,,
1789938564.5389273,231,0.009974479675292969,100.25585620040157,11.967658996582031,0.03170000854879618,0.005200039595365524,1,,0,,0,0,,0,search_360,0.01309998333454132,1,,
1789938564.584924,232,0.045996665954589844,21.740706184818894,1.9927024841308594,24.002899997867644,0.00500003807246685,1,,0,,0,0,23.970200039912015,1,search_360,0.014999997802078724,1,,
1789938564.596923,233,0.011999130249023438,83.33937370847242,4.020214080810547,0.03920000744983554,0.006799993570894003,1,,0,,0,0,,0,search_360,0.014599994756281376,1,,
1789938564.696737,234,0.09981393814086914,10.018640869461365,2.002716064453125,33.07419997872785,0.006599992047995329,1,7.54580000648275,1,,0,0,25.49699996598065,1,search_360,0.016700010746717453,1,,
1789938564.7091956,235,0.012458562850952148,80.26607980097599,15.563011169433594,0.04109996370971203,0.006299989763647318,1,,0,,0,0,,0,search_360,0.01769996015354991,1,,
1789938564.7545717,236,0.04537606239318848,22.03805150246163,0.9973049163818359,28.04659999674186,0.005200039595365524,1,,0,,0,0,28.013900038786232,1,search_360,0.014299992471933365,1,,
1789938564.766539,237,0.01196742057800293,83.56019523856958,6.949186325073242,0.041000021155923605,0.006599992047995329,1,,0,,0,0,,0,search_360,0.014899997040629387,1,,
1789938564.8602893,238,0.0937502384185791,10.666639539999542,2.0160675048828125,32.664099999237806,0.005699985194951296,1,7.4275999795645475,1,,0,0,25.20649996586144,1,search_360,0.01680001150816679,1,,
1789938564.8707087,239,0.010419368743896484,95.97510411422819,12.380599975585938,0.03630004357546568,0.006199989002197981,1,,0,,0,0,,0,search_360,0.014499993994832039,1,,
1789938564.9256806,240,0.054971933364868164,18.191101145427183,1.9958019256591797,24.380600021686405,0.00500003807246685,1,,0,,0,0,24.34860001085326,1,search_360,0.014399993233382702,1,,
1789938564.9376204,241,0.011939764022827148,83.7537490764592,7.978916168212891,0.03439997090026736,0.005799985956400633,1,,0,,0,0,,0,search_360,0.013999990187585354,1,,
1789938565.0264907,242,0.08887028694152832,11.252354801756677,1.9938945770263672,32.68429997842759,0.007099995855242014,1,7.3009999468922615,1,,0,0,25.245500029996037,1,search_360,0.019000028260052204,1,,
1789938565.037449,243,0.010958194732666016,91.25590705365302,13.949155807495117,0.26190001517534256,0.005399982910603285,1,,0,,0,0,,0,search_360,0.012200034689158201,1,,
1789938565.0823004,244,0.04485154151916504,22.295777717532864,2.9993057250976562,23.790600011125207,0.004699977580457926,1,,0,,0,0,23.66430003894493,1,search_360,0.01479999627918005,1,,
1789938565.0936143,245,0.011313915252685547,88.38673241454883,4.330158233642578,0.14140002895146608,0.007499998901039362,1,,0,,0,0,,0,search_360,0.016300007700920105,1,,
1789938565.194869,246,0.10125470161437988,9.876084606998466,1.0266304016113281,32.68470003968105,0.005499983672052622,1,6.580099987331778,1,,0,0,25.9887000429444,1,search_360,0.014599994756281376,1,,
1789938565.2038498,247,0.008980751037597656,111.34926197302751,11.007070541381836,0.12929999502375722,0.004999979864805937,1,,0,,0,0,,0,search_360,0.012999982573091984,1,,
1789938565.2477322,248,0.04388236999511719,22.788194897205198,0.0,22.158099978696555,0.004600035026669502,1,,0,,0,0,22.028399980627,1,search_360,0.016400008462369442,1,,
1789938565.257673,249,0.009940862655639648,100.59489147379782,0.9968280792236328,0.13939995551481843,0.006499991286545992,1,,0,,0,0,,0,search_360,0.01810002140700817,1,,
1789938565.3544893,250,0.0968163013458252,10.32883911179407,0.9982585906982422,28.733400045894086,0.00589998671784997,1,6.396700046025217,1,,0,0,22.221399995032698,1,search_360,0.016000005416572094,1,,
1789938565.3644166,251,0.00992727279663086,100.73260002881983,7.811307907104492,0.09849999332800508,0.005599984433501959,1,,0,,0,0,,0,search_360,0.012899981811642647,1,,
1789938565.416509,252,0.05209231376647949,19.196690023845377,1.9941329956054688,21.945899992715567,0.00500003807246685,1,,0,,0,0,21.820100024342537,1,search_360,0.017199956346303225,1,,
1789938565.427542,253,0.011033058166503906,90.63670152995073,4.096746444702148,0.1078000059351325,0.005500041879713535,1,,0,,0,0,,0,search_360,0.01309998333454132,1,,
1789938565.4964516,254,0.0689096450805664,14.51175664641488,3.027677536010742,28.19469996029511,0.005900044925510883,1,6.698099954519421,1,,0,0,21.39720000559464,1,search_360,0.015099998563528061,1,,
1789938565.5336566,255,0.03720498085021973,26.878121615646368,2.023935317993164,0.16500003403052688,0.006599992047995329,1,,0,,0,0,,0,search_360,0.017600017599761486,1,,
1789938565.580706,256,0.04704928398132324,21.254308575598337,1.9648075103759766,22.008200001437217,0.004599976819008589,1,,0,,0,0,21.914999990258366,1,search_360,0.012999982573091984,1,,
1789938565.5916772,257,0.010971307754516602,91.14683703848577,2.9921531677246094,0.09190000128000975,0.005100038833916187,1,,0,,0,0,,0,search_360,0.01309998333454132,1,,
1789938565.6914947,258,0.09981751441955566,10.018281919912102,1.1277198791503906,29.934899997897446,0.006199989002197981,1,7.057799957692623,1,,0,0,22.77079998748377,1,search_360,0.018000020645558834,1,,
1789938565.701495,259,0.010000228881835938,99.99771123402633,11.965274810791016,0.089599983766675,0.005199981387704611,1,,0,,0,0,,0,search_360,0.013999990187585354,1,,
1789938565.7486095,260,0.04711461067199707,21.224838446863313,1.7578601837158203,23.371200019028038,0.004700035788118839,1,,0,,0,0,23.27439998043701,1,search_360,0.015500001609325409,1,,
1789938565.7585855,261,0.009975910186767578,100.2414798527795,3.985166549682617,0.10599999222904444,0.00700005330145359,1,,0,,0,0,,0,search_360,0.015500001609325409,1,,
1789938565.8696263,262,0.11104083061218262,9.005696323477313,2.9935836791992188,33.89169997535646,0.007199996616691351,1,6.605300004594028,1,,0,0,27.171799971256405,1,search_360,0.01839996548369527,1,,
1789938565.8816254,263,0.011999130249023438,83.33937370847242,23.966550827026367,0.09849999332800508,0.006099988240748644,1,,0,,0,0,,0,search_360,0.014899997040629387,1,,
1789938565.9179869,264,0.0363614559173584,27.50164906137918,5.9661865234375,23.04320002440363,0.005099980626255274,1,,0,,0,0,22.95030001550913,1,search_360,0.013800046872347593,1,,
1789938565.9299562,265,0.011969327926635742,83.5468796685457,4.984855651855469,0.09550002869218588,0.005199981387704611,1,,0,,0,0,,0,search_360,0.013400043826550245,1,,
1789938566.0225477,266,0.09259152412414551,10.800124627597803,2.025604248046875,27.87910000188276,0.006999995093792677,1,5.93980000121519,1,,0,0,21.808399993460625,1,search_360,0.018700025975704193,1,,
1789938566.0324905,267,0.009942770004272461,100.57559408196053,8.945465087890625,0.11879997327923775,0.006800051778554916,1,,0,,0,0,,0,search_360,0.016199948731809855,1,,
