t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms,assoc_ms_ran,assoc_ok,assoc_pose_ms,assoc_pose_ms_ran,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,svm_infer_ms,svm_infer_ms_ran
1790261978.4240966,1278,0.005961894989013672,167.73190434295768,38.902997970581055,0.06540000322274864,,1,,,0,0,,,no_face,0,0.004999998054699972,1,,0,,0,0,,0,search_360,0.01680000059423037,1,,
1790261978.5040731,1279,0.07997655868530273,12.503663778968896,4.123926162719727,46.37839999850257,,1,,,0,0,,,no_face,0,0.0036999990697950125,1,,0,,0,0,46.331900000950554,1,search_360,0.013600001693703234,1,,
1790261978.5090766,1280,0.005003452301025391,199.8620032402554,22.452116012573242,0.04059999992023222,,1,,,0,0,,,no_face,0,0.0036000019463244826,1,,0,,0,0,,0,search_360,0.01049999991664663,1,,
1790261978.5719771,1281,0.06290054321289062,15.898113894111226,2.991199493408203,49.9984999987646,,1,,,0,0,,,no_face,0,0.0036000019463244826,1,6.349900002533104,1,,0,0,43.607799998426344,1,search_360,0.01309999788645655,1,,
1790261978.5769644,1282,0.004987239837646484,200.51171240080313,23.937702178955078,0.046799999836366624,,1,,,0,0,,,no_face,0,0.003999997716164216,1,,0,,0,0,,0,search_360,0.012300002708798274,1,,
1790261978.6862767,1283,0.10931229591369629,9.14810169927741,2.9931068420410156,63.00370000099065,,1,,,0,0,,,no_face,0,0.004500001523410901,1,,0,,0,0,62.94680000064545,1,search_360,0.016099998902063817,1,,
1790261978.6902642,1285,0.003987550735473633,250.78050822122572,3.987550735473633,0.04320000152802095,,1,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,search_360,0.011399999493733048,1,,
1790261978.8058944,1286,0.1156301498413086,8.648263462188755,1.9922256469726562,84.14540000012494,,1,,,0,0,,,no_face,0,0.005899997631786391,1,7.446100000379374,1,13.499900000169873,1,0,63.14289999863831,1,search_360,0.021500000002561137,1,,
1790261978.8268356,1287,0.02094125747680664,47.7526242685065,24.63388442993164,14.258999999583466,,1,,,0,0,,,no_face,0,0.005199999577598646,1,,0,14.194199997291435,1,0,,0,search_360,0.02040000254055485,1,,
1790261978.9301167,1288,0.10328102111816406,9.682321003157954,11.968135833740234,96.74570000061067,,1,,,0,0,,,no_face,0,0.006400001439033076,1,,0,15.597999998135492,1,0,81.05599999908009,1,search_360,0.025000001187436283,1,,
1790261978.9525676,1290,0.022450923919677734,44.54159675466729,50.113677978515625,15.30099999945378,,1,,,0,0,,,no_face,0,0.007099999493220821,1,,0,15.21629999842844,1,0,,0,search_360,0.027900001441594213,1,,
1790261979.0433698,1291,0.09080219268798828,11.012949912301892,3.989696502685547,83.54770000005374,,1,,,0,0,,,no_face,0,0.00799999907030724,1,8.54359999721055,1,14.483900002232986,1,0,60.444300001108786,1,search_360,0.028599999495781958,1,,
1790261979.066311,1293,0.022941112518310547,43.58986510361456,28.534889221191406,14.962699999159668,,1,,,0,0,,,no_face,0,0.005699999746866524,1,,0,14.890800001012394,1,0,,0,search_360,0.023399999918183312,1,,
1790261979.1459827,1294,0.07967185974121094,12.551483086351775,18.98050308227539,73.0610999999044,,1,,,0,0,,,no_face,0,0.006399997801054269,1,,0,13.101000000460772,1,0,59.88860000070417,1,search_360,0.02350000067963265,1,,
1790261979.1679235,1295,0.02194070816040039,45.57738030556582,33.90932083129883,14.681900000141468,,1,,,0,0,,,no_face,0,0.005699999746866524,1,,0,14.604500000132248,1,0,,0,search_360,0.022700001863995567,1,,
1790261979.2813697,1296,0.11344623565673828,8.814748186319425,20.945310592651367,106.47969999990892,,2,,,0,0,,,no_face,0,0.005900001269765198,1,7.321000000956701,1,13.038099998084363,1,0,86.06560000043828,1,search_360,0.020899999071843922,1,,
1790261979.3018277,1299,0.020457983016967773,48.88067407088,25.930404663085938,14.387300001544645,,2,,,0,0,,,no_face,0,0.006000002031214535,1,,0,14.314000000013039,1,0,,0,search_360,0.023399999918183312,1,,
1790261979.3945816,1300,0.09275388717651367,10.781219315336806,1.995086669921875,70.2845999985584,,0,,,0,0,,,no_face,0,0.005900001269765198,1,,0,14.904999999998836,1,0,55.31459999838262,1,search_360,0.023600001441081986,1,,
1790261979.4165292,1302,0.021947622299194336,45.563022106349464,16.956329345703125,14.548799998010509,,0,,,0,0,,,no_face,0,0.006000002031214535,1,,0,14.483699997072108,1,0,,0,search_360,0.02179999864893034,1,,
1790261979.5188763,1303,0.10234713554382324,9.770669151476326,4.70280647277832,58.31729999772506,,0,,,0,0,,,no_face,0,0.010700001439545304,1,8.548400001018308,1,13.909199999034172,1,0,35.76499999689986,1,search_360,0.045900000259280205,1,,
1790261979.5418165,1305,0.02294015884399414,43.591677232950175,6.983280181884766,14.898400000674883,,0,,,0,0,,,no_face,0,0.00670000008540228,1,,0,14.827500002866145,1,0,,0,search_360,0.025000001187436283,1,,
1790261979.6030133,1306,0.06119680404663086,16.340722617442868,2.994060516357422,45.27130000133184,,0,,,0,0,,,no_face,0,0.008899998647393659,1,,0,14.83649999863701,1,0,30.353400001331465,1,search_360,0.03060000017285347,1,,
1790261979.63843,1307,0.03541684150695801,28.23515473008906,1.9931793212890625,16.934999999648426,,0,,,0,0,,,no_face,0,0.008300001354655251,1,,0,16.84670000031474,1,0,,0,search_360,0.02890000178012997,1,,
