t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,rule_infer_ms,rule_infer_ms_ran
1789862873.5415983,9,,,0.9973049163818359,0.103199970908463,0.012999982573091984,1,,0,,0,0,,0,hover,0.04880002234131098,1,,
1789862873.6241307,19,0.08253240585327148,12.116452800101685,10.727167129516602,36.70370002510026,0.004999979864805937,1,,0,,0,0,36.66520002298057,1,hover,0.019200029782950878,1,,
1789862873.6440809,38,0.019950151443481445,50.12493277722672,1.996755599975586,0.041000021155923605,0.005299982149153948,1,,0,,0,0,,0,hover,0.016200006939470768,1,,
1789862873.7079065,44,0.06382560729980469,15.667692675492335,4.987001419067383,37.025799974799156,0.005099980626255274,1,10.567299963440746,1,,0,0,26.432799990288913,1,hover,0.014299992471933365,1,,
1789862873.723865,61,0.015958547592163086,62.66234406513782,1.9958019256591797,0.07079995702952147,0.011200027074664831,1,,0,,0,0,,0,hover,0.03619998460635543,1,,
1789862873.769735,66,0.045870065689086914,21.800710005041765,2.9931068420410156,30.392899992875755,0.004099973011761904,1,,0,,0,0,30.357000010553747,1,hover,0.01810002140700817,1,,
1789862873.7835426,82,0.013807535171508789,72.42422254070762,3.813028335571289,0.04770001396536827,0.006399990525096655,1,,0,,0,0,,0,hover,0.017700018361210823,1,,
1789862873.8266044,87,0.04306173324584961,23.222474448270898,1.6148090362548828,28.505299997050315,0.006199989002197981,1,5.767499969806522,1,,0,0,22.70580001641065,1,hover,0.01810002140700817,1,,
1789862873.8366141,107,0.010009765625,99.90243902439025,0.9973049163818359,0.043199979700148106,0.005600042641162872,1,,0,,0,0,,0,hover,0.018499966245144606,1,,
1789862873.8795197,112,0.042905569076538086,23.306997705032813,2.991199493408203,29.012400016654283,0.007599999662488699,1,,0,,0,0,28.961400035768747,1,hover,0.024300010409206152,1,,
