t,bat,h,yaw
1770328185.1559594,50.0,0.0,24.0
1770328185.1712146,50.0,0.0,24.0
1770328185.2017376,50.0,0.0,24.0
1770328185.216873,50.0,0.0,24.0
1770328185.2478912,50.0,0.0,24.0
1770328185.2631428,50.0,0.0,24.0
1770328185.294777,50.0,0.0,24.0
1770328185.310401,50.0,0.0,24.0
1770328185.3415983,50.0,0.0,24.0
1770328185.3572493,50.0,0.0,24.0
1770328185.3890326,50.0,0.0,24.0
1770328185.404082,50.0,0.0,24.0
1770328185.4346967,50.0,0.0,24.0
1770328185.4500916,50.0,0.0,24.0
1770328185.4817657,50.0,0.0,24.0
1770328185.4970913,50.0,0.0,24.0
1770328185.5279248,50.0,0.0,24.0
1770328185.5437777,50.0,0.0,24.0
1770328185.5733683,50.0,0.0,24.0
1770328185.588971,50.0,0.0,24.0
1770328185.6197157,50.0,0.0,24.0
1770328185.63586,50.0,0.0,24.0
1770328185.6665952,50.0,0.0,24.0
1770328185.682322,50.0,0.0,24.0
1770328185.712969,50.0,0.0,24.0
1770328185.7280495,50.0,0.0,24.0
1770328185.75768,50.0,0.0,24.0
1770328185.7734146,50.0,0.0,24.0
1770328185.8043978,50.0,0.0,24.0
1770328185.8198857,50.0,0.0,24.0
1770328185.851882,50.0,0.0,24.0
1770328185.86667,50.0,0.0,24.0
1770328185.8979466,50.0,0.0,24.0
1770328185.9133158,50.0,0.0,24.0
1770328185.9441674,50.0,0.0,24.0
1770328185.9592693,50.0,0.0,25.0
1770328185.9906495,50.0,0.0,25.0
1770328186.0062585,50.0,0.0,25.0
1770328186.0371065,50.0,0.0,25.0
1770328186.0530632,50.0,0.0,37.0
1770328186.083261,50.0,0.0,37.0
1770328186.0985005,50.0,0.0,37.0
1770328186.1293437,50.0,0.0,37.0
1770328186.145233,50.0,0.0,37.0
1770328186.1757965,50.0,0.0,37.0
1770328186.1913354,50.0,0.0,37.0
1770328186.221998,50.0,0.0,37.0
1770328186.2238967,50.0,0.0,37.0
1770328186.2527647,50.0,0.0,31.0
1770328186.2685697,50.0,0.0,31.0
1770328186.3004463,50.0,0.0,31.0
1770328186.3154035,50.0,0.0,31.0
1770328186.3468828,50.0,0.0,31.0
1770328186.3622794,50.0,0.0,36.0
1770328186.394033,50.0,0.0,36.0
1770328186.4089956,50.0,0.0,32.0
1770328186.4398067,50.0,0.0,32.0
1770328186.4557157,50.0,0.0,32.0
1770328186.4865274,50.0,0.0,32.0
1770328186.5014396,50.0,0.0,32.0
1770328186.5329442,50.0,0.0,32.0
1770328186.5488565,50.0,0.0,32.0
1770328186.5804286,50.0,0.0,27.0
1770328186.5956028,50.0,0.0,27.0
1770328186.6273797,50.0,0.0,27.0
1770328186.643312,50.0,0.0,27.0
1770328186.6743994,50.0,0.0,27.0
1770328186.6901522,50.0,0.0,27.0
1770328186.721075,50.0,0.0,27.0
1770328186.7361648,50.0,0.0,27.0
1770328186.7664957,50.0,0.0,27.0
1770328186.7824545,50.0,0.0,27.0
1770328186.8133595,50.0,0.0,27.0
1770328186.8287773,50.0,0.0,22.0
1770328186.8599868,50.0,0.0,22.0
1770328186.875922,50.0,0.0,22.0
1770328186.907012,50.0,0.0,22.0
1770328186.9229298,50.0,0.0,22.0
1770328186.9546993,50.0,0.0,22.0
1770328186.9697077,50.0,0.0,22.0
1770328187.0012045,50.0,0.0,22.0
1770328187.0165813,50.0,0.0,22.0
1770328187.0470836,50.0,0.0,23.0
1770328187.0500765,50.0,0.0,23.0
1770328187.0785851,50.0,0.0,23.0
1770328187.094215,50.0,0.0,23.0
1770328187.1254704,50.0,0.0,23.0
1770328187.1414115,50.0,0.0,23.0
1770328187.1716986,50.0,0.0,23.0
1770328187.186699,50.0,0.0,23.0
1770328187.2179983,50.0,0.0,23.0
1770328187.2334151,50.0,0.0,23.0
1770328187.2647915,50.0,0.0,23.0
1770328187.2798464,50.0,0.0,23.0
1770328187.3107169,50.0,0.0,23.0
1770328187.3266726,50.0,0.0,23.0
1770328187.3565447,50.0,0.0,23.0
1770328187.371971,50.0,0.0,23.0
1770328187.4027627,50.0,0.0,23.0
1770328187.418727,50.0,0.0,23.0
1770328187.464873,50.0,0.0,23.0
1770328187.480782,50.0,0.0,23.0
1770328187.526619,50.0,0.0,23.0
1770328187.5426521,50.0,0.0,23.0
1770328187.5731432,50.0,0.0,23.0
1770328187.589119,50.0,0.0,23.0
1770328187.6201093,50.0,0.0,23.0
1770328187.6361578,50.0,0.0,23.0
1770328187.6660058,50.0,0.0,23.0
1770328187.6819336,50.0,0.0,23.0
1770328187.7130816,50.0,0.0,23.0
1770328187.728981,50.0,0.0,23.0
1770328187.758778,50.0,0.0,23.0
1770328187.7749069,50.0,0.0,23.0
1770328187.8057318,50.0,0.0,23.0
1770328187.8217757,50.0,0.0,23.0
1770328187.8526435,50.0,0.0,23.0
1770328187.867875,50.0,0.0,23.0
1770328187.8992531,50.0,0.0,23.0
1770328187.9151826,50.0,0.0,23.0
1770328187.9458683,50.0,0.0,23.0
1770328187.961827,50.0,0.0,23.0
1770328187.9925182,50.0,0.0,23.0
1770328188.0078588,50.0,0.0,23.0
1770328188.0397413,50.0,0.0,23.0
1770328188.0546973,50.0,0.0,23.0
1770328188.0855858,50.0,0.0,23.0
1770328188.1015432,50.0,0.0,23.0
1770328188.131614,50.0,0.0,23.0
1770328188.1471355,50.0,0.0,23.0
1770328188.1779943,50.0,0.0,23.0
1770328188.193898,50.0,0.0,23.0
1770328188.2250433,50.0,0.0,23.0
1770328188.2400014,50.0,0.0,23.0
1770328188.2708366,50.0,0.0,23.0
1770328188.2866166,50.0,0.0,23.0
1770328188.3175719,50.0,0.0,23.0
1770328188.3326614,50.0,0.0,23.0
1770328188.363351,50.0,0.0,23.0
1770328188.3788376,50.0,0.0,23.0
1770328188.4091659,50.0,0.0,23.0
1770328188.4251611,50.0,0.0,23.0
1770328188.456462,50.0,0.0,23.0
1770328188.471696,50.0,0.0,23.0
1770328188.503348,50.0,0.0,23.0
1770328188.5185027,50.0,0.0,23.0
1770328188.5492694,50.0,0.0,23.0
1770328188.5646765,50.0,0.0,23.0
1770328188.5953941,50.0,0.0,23.0
1770328188.6112862,50.0,0.0,23.0
1770328188.6421561,50.0,0.0,23.0
1770328188.6581504,50.0,0.0,23.0
1770328188.687882,50.0,0.0,23.0
1770328188.7034457,50.0,0.0,23.0
1770328188.7350912,50.0,0.0,23.0
1770328188.7505171,50.0,0.0,23.0
1770328188.7809424,50.0,0.0,23.0
1770328188.7969127,50.0,0.0,23.0
1770328188.8280995,50.0,0.0,23.0
1770328188.8441586,50.0,0.0,23.0
1770328188.8751893,50.0,0.0,23.0
1770328188.890267,50.0,0.0,23.0
1770328188.9217286,50.0,0.0,23.0
1770328188.9376655,50.0,0.0,23.0
1770328188.968528,50.0,0.0,23.0
1770328188.9835753,50.0,0.0,23.0
1770328189.0146246,50.0,0.0,23.0
1770328189.0298944,50.0,0.0,23.0
1770328189.0608711,50.0,0.0,23.0
1770328189.0759943,50.0,0.0,23.0
1770328189.1066327,50.0,0.0,23.0
1770328189.1221504,50.0,0.0,23.0
1770328189.1540656,50.0,0.0,23.0
1770328189.1687834,50.0,0.0,23.0
1770328189.1997366,50.0,0.0,23.0
1770328189.2156413,50.0,0.0,23.0
1770328189.2471619,50.0,0.0,23.0
1770328189.2627683,50.0,0.0,23.0
1770328189.3086054,50.0,0.0,23.0
1770328189.3239477,50.0,0.0,23.0
1770328189.3552704,50.0,0.0,23.0
1770328189.371249,50.0,0.0,23.0
1770328189.4018922,50.0,0.0,23.0
1770328189.4178104,50.0,0.0,23.0
1770328189.4489913,50.0,0.0,23.0
1770328189.464365,50.0,0.0,23.0
1770328189.4955592,50.0,0.0,23.0
1770328189.5112765,50.0,0.0,23.0
1770328189.542489,50.0,0.0,23.0
1770328189.5573645,50.0,0.0,23.0
1770328189.5889575,50.0,0.0,23.0
1770328189.6045887,50.0,0.0,23.0
1770328189.6357534,50.0,0.0,23.0
1770328189.6510484,50.0,0.0,23.0
1770328189.681365,50.0,0.0,23.0
1770328189.696808,50.0,0.0,23.0
1770328189.7276874,50.0,0.0,23.0
1770328189.743346,50.0,0.0,23.0
1770328189.7737377,50.0,0.0,23.0
1770328189.7893841,50.0,0.0,23.0
1770328189.821093,50.0,0.0,23.0
1770328189.835487,50.0,0.0,23.0
1770328189.8664813,50.0,0.0,23.0
1770328189.8813958,50.0,0.0,23.0
1770328189.9128175,50.0,0.0,23.0
1770328189.928481,50.0,0.0,23.0
1770328189.959791,50.0,0.0,23.0
1770328189.9753284,50.0,0.0,23.0
1770328190.006212,50.0,0.0,23.0
1770328190.0218358,50.0,0.0,23.0
1770328190.0537505,50.0,0.0,23.0
1770328190.0686393,50.0,0.0,23.0
1770328190.0994897,50.0,0.0,23.0
1770328190.1152234,50.0,0.0,23.0
1770328190.1450715,50.0,0.0,23.0
1770328190.1605737,50.0,0.0,23.0
1770328190.192052,50.0,0.0,23.0
1770328190.207485,50.0,0.0,23.0
1770328190.238528,50.0,0.0,23.0
1770328190.253766,50.0,0.0,23.0
1770328190.2843456,50.0,0.0,23.0
1770328190.2997053,50.0,0.0,23.0
1770328190.3299303,50.0,0.0,23.0
1770328190.3460355,50.0,0.0,23.0
1770328190.3770945,50.0,0.0,23.0
1770328190.3930225,50.0,0.0,23.0
1770328190.4228067,50.0,0.0,23.0
1770328190.4388165,50.0,0.0,23.0
1770328190.470536,50.0,0.0,23.0
1770328190.4856474,50.0,0.0,23.0
1770328190.5175564,50.0,0.0,23.0
1770328190.532567,50.0,0.0,23.0
1770328190.5639021,50.0,0.0,23.0
1770328190.5788083,50.0,0.0,23.0
1770328190.610688,50.0,0.0,23.0
1770328190.6260855,50.0,0.0,23.0
1770328190.6557014,50.0,0.0,23.0
1770328190.6715536,50.0,0.0,23.0
1770328190.701926,50.0,0.0,23.0
1770328190.7169356,50.0,0.0,23.0
1770328190.7481513,50.0,0.0,23.0
1770328190.7640712,50.0,0.0,23.0
1770328190.7948444,50.0,0.0,23.0
1770328190.810129,50.0,0.0,23.0
1770328190.84105,50.0,0.0,23.0
1770328190.8570068,50.0,0.0,23.0
1770328190.8879502,50.0,0.0,23.0
1770328190.9029167,50.0,0.0,23.0
1770328190.9331558,50.0,0.0,23.0
1770328190.949116,50.0,0.0,23.0
1770328190.980036,50.0,0.0,23.0
1770328190.9948578,50.0,0.0,23.0
1770328191.0262356,50.0,0.0,23.0
1770328191.0420928,50.0,0.0,23.0
1770328191.088918,50.0,0.0,23.0
1770328191.1047132,50.0,0.0,23.0
1770328191.135777,50.0,0.0,23.0
1770328191.1518571,50.0,0.0,23.0
1770328191.1825225,50.0,0.0,23.0
1770328191.1985788,50.0,0.0,23.0
1770328191.2452443,50.0,0.0,23.0
1770328191.2612376,50.0,0.0,23.0
1770328191.2920153,50.0,0.0,23.0
1770328191.3069656,50.0,0.0,23.0
1770328191.3373158,50.0,0.0,23.0
1770328191.3527906,50.0,0.0,23.0
1770328191.384668,50.0,0.0,23.0
1770328191.4000156,50.0,0.0,23.0
1770328191.4314392,50.0,0.0,23.0
1770328191.4470417,50.0,0.0,23.0
1770328191.477917,50.0,0.0,23.0
1770328191.493642,50.0,0.0,23.0
1770328191.5254965,50.0,0.0,23.0
1770328191.5415795,50.0,0.0,23.0
1770328191.5717921,50.0,0.0,23.0
1770328191.5869834,50.0,0.0,23.0
1770328191.6185665,50.0,0.0,23.0
1770328191.6345353,50.0,0.0,23.0
1770328191.6649313,50.0,0.0,23.0
1770328191.6806817,50.0,0.0,23.0
1770328191.7125108,50.0,0.0,23.0
1770328191.7278585,50.0,0.0,23.0
1770328191.7593555,50.0,0.0,23.0
1770328191.7743285,50.0,0.0,23.0
1770328191.8054013,50.0,0.0,23.0
1770328191.8210287,50.0,0.0,23.0
1770328191.852919,50.0,0.0,23.0
1770328191.8689115,50.0,0.0,23.0
1770328191.900026,50.0,0.0,23.0
1770328191.9161174,50.0,0.0,23.0
1770328191.9466007,50.0,0.0,23.0
1770328191.962301,50.0,0.0,23.0
1770328191.9940748,50.0,0.0,23.0
1770328192.0096848,50.0,0.0,23.0
1770328192.0417147,50.0,0.0,23.0
1770328192.0566864,50.0,0.0,23.0
1770328192.0879242,50.0,0.0,23.0
1770328192.1038198,50.0,0.0,23.0
1770328192.1339016,50.0,0.0,23.0
1770328192.14955,50.0,0.0,23.0
1770328192.196301,50.0,0.0,23.0
1770328192.2116137,50.0,0.0,23.0
1770328192.2424564,50.0,0.0,23.0
1770328192.2576854,50.0,0.0,23.0
1770328192.2892094,50.0,0.0,23.0
1770328192.304126,50.0,0.0,23.0
1770328192.3347464,50.0,0.0,23.0
1770328192.3506525,50.0,0.0,23.0
1770328192.3967803,50.0,0.0,23.0
1770328192.4127223,50.0,0.0,23.0
1770328192.457972,50.0,0.0,23.0
1770328192.4738107,50.0,0.0,23.0
1770328192.5057018,50.0,0.0,23.0
1770328192.5204542,50.0,0.0,23.0
1770328192.5517225,50.0,0.0,23.0
1770328192.566719,50.0,0.0,23.0
1770328192.590487,50.0,0.0,23.0
1770328192.5975556,50.0,0.0,23.0
1770328192.6284585,50.0,0.0,23.0
1770328192.6439722,50.0,0.0,23.0
1770328192.674882,50.0,0.0,23.0
1770328192.6909099,50.0,0.0,23.0
1770328192.722339,50.0,0.0,23.0
1770328192.7385879,50.0,0.0,23.0
1770328192.7688503,50.0,0.0,23.0
1770328192.7844326,50.0,0.0,23.0
1770328192.8153915,50.0,0.0,23.0
1770328192.83073,50.0,0.0,23.0
1770328192.8617492,50.0,0.0,23.0
1770328192.876766,50.0,0.0,23.0
1770328192.9073956,50.0,0.0,23.0
1770328192.9232748,50.0,0.0,23.0
1770328192.953444,50.0,0.0,23.0
1770328192.968831,50.0,0.0,23.0
1770328192.9990916,50.0,0.0,23.0
1770328193.0151052,50.0,0.0,23.0
1770328193.0455546,50.0,0.0,23.0
1770328193.0606916,50.0,0.0,23.0
1770328193.0915444,50.0,0.0,24.0
1770328193.107119,50.0,0.0,24.0
1770328193.1373975,50.0,0.0,24.0
1770328193.1527464,50.0,0.0,25.0
1770328193.183653,50.0,0.0,25.0
1770328193.199088,50.0,0.0,25.0
1770328193.229491,50.0,0.0,25.0
1770328193.2446647,50.0,0.0,25.0
1770328193.2758229,50.0,0.0,25.0
1770328193.2913823,50.0,0.0,25.0
1770328193.3233318,50.0,0.0,25.0
1770328193.3380442,50.0,0.0,25.0
1770328193.36911,50.0,0.0,26.0
1770328193.38464,50.0,0.0,26.0
1770328193.4160187,50.0,0.0,26.0
1770328193.4316602,50.0,0.0,26.0
1770328193.463146,50.0,0.0,27.0
1770328193.4777496,50.0,0.0,27.0
1770328193.5085528,50.0,0.0,27.0
1770328193.5235467,50.0,0.0,27.0
1770328193.5548556,50.0,0.0,28.0
1770328193.5570488,50.0,0.0,28.0
1770328193.6008074,50.0,0.0,28.0
1770328193.6156774,50.0,0.0,28.0
1770328193.6477513,50.0,0.0,28.0
1770328193.6621375,50.0,10.0,28.0
1770328193.6940007,50.0,10.0,28.0
1770328193.7085638,50.0,10.0,28.0
1770328193.7386508,50.0,10.0,28.0
1770328193.754089,50.0,20.0,28.0
1770328193.7851574,50.0,20.0,28.0
1770328193.8009565,50.0,20.0,28.0
1770328193.8317363,50.0,20.0,28.0
1770328193.8474796,50.0,20.0,28.0
1770328193.8771946,50.0,20.0,28.0
1770328193.8935752,50.0,20.0,28.0
1770328193.9248128,50.0,20.0,28.0
1770328193.9403422,50.0,20.0,28.0
1770328193.9705706,50.0,30.0,28.0
1770328193.9859664,50.0,30.0,28.0
1770328194.017035,50.0,30.0,28.0
1770328194.032662,50.0,30.0,28.0
1770328194.0643003,50.0,30.0,28.0
1770328194.079402,50.0,30.0,28.0
1770328194.1103172,50.0,30.0,28.0
1770328194.1262853,50.0,30.0,28.0
1770328194.1568003,50.0,30.0,28.0
1770328194.1716008,50.0,40.0,28.0
1770328194.2022388,50.0,40.0,28.0
1770328194.2183933,50.0,40.0,28.0
1770328194.2497072,50.0,40.0,28.0
1770328194.2657976,50.0,40.0,28.0
1770328194.2962718,50.0,40.0,28.0
1770328194.2989385,50.0,40.0,28.0
1770328194.3274724,50.0,40.0,28.0
1770328194.3436885,50.0,40.0,28.0
1770328194.3743472,50.0,50.0,28.0
1770328194.390074,50.0,50.0,28.0
1770328194.4209998,50.0,50.0,28.0
1770328194.435951,50.0,50.0,28.0
1770328194.4668689,50.0,50.0,28.0
1770328194.4828682,50.0,50.0,28.0
1770328194.5137181,50.0,50.0,28.0
1770328194.5287228,50.0,50.0,28.0
1770328194.559173,50.0,50.0,28.0
1770328194.574161,50.0,50.0,28.0
1770328194.6061661,50.0,50.0,28.0
1770328194.6212528,50.0,50.0,28.0
1770328194.6528459,50.0,50.0,28.0
1770328194.6680708,50.0,50.0,28.0
1770328194.6999836,50.0,50.0,28.0
1770328194.715185,50.0,50.0,28.0
1770328194.7464964,50.0,50.0,28.0
1770328194.7624438,50.0,50.0,28.0
1770328194.7932734,50.0,50.0,28.0
1770328194.8092713,50.0,50.0,28.0
1770328194.8401022,50.0,50.0,28.0
1770328194.8566797,50.0,50.0,28.0
1770328194.8868022,50.0,50.0,28.0
1770328194.902766,50.0,50.0,28.0
1770328194.9329827,50.0,50.0,28.0
1770328194.9483883,50.0,50.0,28.0
1770328194.9802918,50.0,60.0,28.0
1770328194.995056,50.0,60.0,28.0
1770328195.0264163,50.0,60.0,28.0
1770328195.0417962,50.0,60.0,28.0
1770328195.073219,50.0,60.0,28.0
1770328195.0881915,50.0,60.0,28.0
1770328195.1197217,50.0,60.0,28.0
1770328195.1356773,50.0,60.0,28.0
1770328195.1657636,50.0,60.0,28.0
1770328195.1815593,50.0,60.0,28.0
1770328195.212359,50.0,60.0,28.0
1770328195.2153506,50.0,60.0,28.0
1770328195.2434227,50.0,60.0,28.0
1770328195.2585542,50.0,60.0,28.0
1770328195.2905037,50.0,60.0,28.0
1770328195.305255,50.0,60.0,28.0
1770328195.3365247,50.0,60.0,28.0
1770328195.3525097,50.0,60.0,28.0
1770328195.3837888,50.0,60.0,28.0
1770328195.3990278,50.0,60.0,28.0
1770328195.4303677,50.0,60.0,28.0
1770328195.4456515,50.0,60.0,28.0
1770328195.4774752,50.0,60.0,28.0
1770328195.4922128,50.0,60.0,28.0
1770328195.5230954,50.0,60.0,28.0
1770328195.5389643,50.0,60.0,28.0
1770328195.569566,50.0,60.0,28.0
1770328195.5856047,50.0,60.0,28.0
1770328195.6171658,50.0,60.0,28.0
1770328195.633697,50.0,60.0,28.0
1770328195.6651413,50.0,60.0,28.0
1770328195.6803896,50.0,60.0,28.0
1770328195.7122655,50.0,60.0,28.0
1770328195.7272809,50.0,60.0,28.0
1770328195.7584517,50.0,60.0,28.0
1770328195.7743168,50.0,60.0,28.0
1770328195.8044324,50.0,60.0,28.0
1770328195.8200343,50.0,60.0,28.0
1770328195.8518085,50.0,60.0,28.0
1770328195.8675616,50.0,60.0,28.0
1770328195.8983543,50.0,60.0,28.0
1770328195.9142358,50.0,60.0,28.0
1770328195.9455569,50.0,60.0,28.0
1770328195.9602778,50.0,60.0,28.0
1770328195.9916482,50.0,60.0,28.0
1770328196.0070632,50.0,60.0,28.0
1770328196.0378242,50.0,60.0,28.0
1770328196.0534875,50.0,60.0,28.0
1770328196.0831363,50.0,60.0,28.0
1770328196.097874,50.0,60.0,28.0
1770328196.1289332,50.0,60.0,28.0
1770328196.1440926,50.0,60.0,28.0
1770328196.1757023,50.0,60.0,28.0
1770328196.191483,50.0,60.0,28.0
1770328196.223239,50.0,60.0,28.0
1770328196.2381787,50.0,60.0,28.0
1770328196.2702317,50.0,60.0,28.0
1770328196.2856681,50.0,60.0,28.0
1770328196.3159442,50.0,60.0,28.0
1770328196.3319278,50.0,60.0,28.0
1770328196.3627584,50.0,60.0,28.0
1770328196.378438,50.0,60.0,28.0
1770328196.410179,50.0,60.0,28.0
1770328196.42517,50.0,60.0,28.0
1770328196.4561718,50.0,60.0,28.0
1770328196.4717503,50.0,60.0,28.0
1770328196.503669,50.0,60.0,28.0
1770328196.5180888,50.0,60.0,28.0
1770328196.5649102,50.0,60.0,28.0
1770328196.5802107,50.0,60.0,28.0
1770328196.6120322,50.0,60.0,28.0
1770328196.627484,50.0,60.0,28.0
1770328196.6590347,50.0,60.0,28.0
1770328196.6739194,50.0,60.0,28.0
1770328196.705666,50.0,60.0,28.0
1770328196.7205584,50.0,60.0,28.0
1770328196.7518349,50.0,60.0,28.0
1770328196.7671354,50.0,60.0,28.0
1770328196.8144433,50.0,60.0,28.0
1770328196.8296235,50.0,60.0,28.0
1770328196.8772526,50.0,60.0,28.0
1770328196.892176,50.0,60.0,28.0
1770328196.9237068,50.0,60.0,28.0
1770328196.9396064,50.0,60.0,28.0
1770328196.9702492,50.0,60.0,28.0
1770328196.9857311,50.0,60.0,28.0
1770328197.0165768,50.0,60.0,28.0
1770328197.0319273,50.0,60.0,28.0
1770328197.063037,50.0,60.0,28.0
1770328197.0789766,50.0,60.0,28.0
1770328197.110143,50.0,60.0,28.0
1770328197.1257308,50.0,60.0,28.0
1770328197.1567523,50.0,60.0,28.0
1770328197.1713345,50.0,60.0,28.0
1770328197.202333,50.0,60.0,28.0
1770328197.2174952,50.0,60.0,28.0
1770328197.2486007,50.0,60.0,28.0
1770328197.2644393,50.0,60.0,28.0
1770328197.2954607,50.0,60.0,28.0
1770328197.3112786,50.0,60.0,28.0
1770328197.3569496,50.0,60.0,28.0
1770328197.3721292,50.0,60.0,28.0
1770328197.4031188,50.0,60.0,28.0
1770328197.4184723,50.0,60.0,28.0
1770328197.4493508,50.0,60.0,28.0
1770328197.465436,50.0,60.0,28.0
1770328197.4952884,50.0,60.0,28.0
1770328197.5112534,50.0,60.0,28.0
1770328197.5568805,50.0,60.0,28.0
1770328197.5720658,50.0,60.0,28.0
1770328197.6033685,50.0,60.0,28.0
1770328197.6194296,50.0,60.0,28.0
1770328197.6496441,50.0,60.0,28.0
1770328197.665321,50.0,60.0,28.0
1770328197.6960256,50.0,60.0,28.0
1770328197.6982675,50.0,60.0,28.0
1770328197.7422993,50.0,60.0,28.0
1770328197.7579787,50.0,60.0,28.0
1770328197.8037574,50.0,60.0,28.0
1770328197.8196073,50.0,60.0,28.0
1770328197.8515906,50.0,60.0,28.0
1770328197.8671257,50.0,60.0,28.0
1770328197.899039,50.0,60.0,28.0
1770328197.913689,50.0,60.0,28.0
1770328197.9450781,50.0,60.0,28.0
1770328197.9599452,50.0,60.0,28.0
1770328197.991864,50.0,60.0,28.0
1770328198.0070474,50.0,60.0,28.0
1770328198.0377266,50.0,60.0,28.0
1770328198.0537715,50.0,60.0,28.0
1770328198.084592,50.0,60.0,28.0
1770328198.086587,50.0,60.0,28.0
1770328198.1156344,50.0,60.0,28.0
1770328198.131717,50.0,60.0,28.0
1770328198.1627657,50.0,60.0,28.0
1770328198.178561,50.0,60.0,28.0
1770328198.2097108,50.0,60.0,28.0
1770328198.2244363,50.0,60.0,28.0
1770328198.2550335,50.0,60.0,28.0
1770328198.2707691,50.0,60.0,28.0
1770328198.3177464,50.0,60.0,28.0
1770328198.3324318,50.0,60.0,28.0
1770328198.363515,50.0,60.0,28.0
1770328198.378518,50.0,60.0,28.0
1770328198.4088514,50.0,60.0,28.0
1770328198.424749,50.0,60.0,28.0
1770328198.4552279,50.0,60.0,28.0
1770328198.4713132,50.0,60.0,28.0
1770328198.5022979,50.0,60.0,28.0
1770328198.5171783,50.0,60.0,28.0
1770328198.548553,50.0,60.0,28.0
1770328198.5635247,50.0,60.0,28.0
1770328198.5936341,50.0,60.0,28.0
1770328198.609802,50.0,60.0,28.0
1770328198.6397903,50.0,60.0,28.0
1770328198.6558037,50.0,60.0,28.0
1770328198.686585,50.0,60.0,28.0
1770328198.7023141,50.0,60.0,28.0
1770328198.7330894,50.0,60.0,28.0
1770328198.7492352,50.0,60.0,28.0
1770328198.7956598,50.0,60.0,28.0
1770328198.8105242,50.0,60.0,28.0
1770328198.8416448,50.0,60.0,28.0
1770328198.857694,50.0,60.0,28.0
1770328198.8882947,50.0,60.0,28.0
1770328198.9036279,50.0,60.0,28.0
1770328198.9354472,50.0,60.0,28.0
1770328198.9511187,50.0,60.0,28.0
1770328198.9828475,50.0,60.0,28.0
1770328198.9978828,50.0,60.0,28.0
1770328199.0451264,50.0,60.0,28.0
1770328199.0599456,50.0,60.0,28.0
1770328199.0905962,50.0,60.0,28.0
1770328199.1058104,50.0,60.0,28.0
1770328199.1370378,50.0,60.0,28.0
1770328199.1527476,50.0,60.0,28.0
1770328199.1836667,50.0,60.0,28.0
1770328199.1990747,50.0,60.0,28.0
1770328199.2305694,50.0,60.0,28.0
1770328199.2455654,50.0,60.0,28.0
1770328199.2766614,50.0,60.0,28.0
1770328199.2921083,50.0,60.0,28.0
1770328199.323769,50.0,60.0,28.0
1770328199.338962,50.0,60.0,28.0
1770328199.3697038,50.0,60.0,28.0
1770328199.3859015,50.0,60.0,28.0
1770328199.4163063,50.0,60.0,28.0
1770328199.4312901,50.0,60.0,28.0
1770328199.4621687,50.0,60.0,28.0
1770328199.47813,50.0,60.0,28.0
1770328199.5087824,50.0,60.0,28.0
1770328199.524211,50.0,60.0,28.0
1770328199.5559561,50.0,60.0,28.0
1770328199.5707579,50.0,60.0,28.0
1770328199.6006036,50.0,60.0,28.0
1770328199.6157882,50.0,60.0,28.0
1770328199.6470633,50.0,50.0,28.0
1770328199.662094,50.0,50.0,28.0
1770328199.7087116,50.0,50.0,28.0
1770328199.7235737,50.0,50.0,28.0
1770328199.7531233,50.0,50.0,28.0
1770328199.7687378,50.0,50.0,28.0
1770328199.8157845,50.0,50.0,28.0
1770328199.83124,50.0,50.0,28.0
1770328199.8779938,50.0,50.0,28.0
1770328199.8935146,50.0,50.0,28.0
1770328199.9237394,50.0,50.0,28.0
1770328199.9389637,50.0,50.0,28.0
1770328199.9701018,50.0,50.0,28.0
1770328199.9850936,50.0,50.0,28.0
1770328200.0160658,50.0,50.0,28.0
1770328200.0314317,50.0,50.0,28.0
1770328200.0634747,50.0,50.0,28.0
1770328200.078504,50.0,50.0,28.0
1770328200.1099622,50.0,50.0,28.0
1770328200.1251872,50.0,50.0,28.0
1770328200.1565013,50.0,50.0,28.0
1770328200.1720645,50.0,50.0,28.0
1770328200.20316,50.0,50.0,28.0
1770328200.2185423,50.0,50.0,28.0
1770328200.2495472,50.0,50.0,28.0
1770328200.264914,50.0,50.0,28.0
1770328200.296782,50.0,50.0,28.0
1770328200.311897,50.0,50.0,28.0
1770328200.3427799,50.0,50.0,28.0
1770328200.358321,50.0,50.0,28.0
1770328200.38929,50.0,50.0,28.0
1770328200.4042253,50.0,50.0,28.0
1770328200.4351227,50.0,50.0,28.0
1770328200.450256,50.0,50.0,28.0
1770328200.4815004,50.0,50.0,28.0
1770328200.4968052,50.0,50.0,28.0
1770328200.5276847,50.0,50.0,28.0
1770328200.5436125,50.0,50.0,28.0
1770328200.5744061,50.0,50.0,28.0
1770328200.5903907,50.0,50.0,28.0
1770328200.6212726,50.0,50.0,28.0
1770328200.636192,50.0,50.0,28.0
1770328200.6671085,50.0,50.0,28.0
1770328200.6831877,50.0,50.0,28.0
1770328200.7136528,50.0,50.0,28.0
1770328200.729618,50.0,50.0,28.0
1770328200.7605355,50.0,50.0,28.0
1770328200.7759707,50.0,50.0,28.0
1770328200.8079667,50.0,50.0,28.0
1770328200.823477,50.0,50.0,28.0
1770328200.854127,50.0,50.0,28.0
1770328200.8700259,50.0,50.0,28.0
1770328200.9015293,50.0,50.0,28.0
1770328200.9168837,50.0,50.0,28.0
1770328200.963778,50.0,50.0,28.0
1770328200.9796743,50.0,50.0,28.0
1770328201.0109134,50.0,50.0,28.0
