t,bat,h,yaw
1770328201.0259266,50.0,50.0,28.0
1770328201.0568178,50.0,50.0,28.0
1770328201.0725658,50.0,50.0,28.0
1770328201.1044955,50.0,50.0,28.0
1770328201.1196592,50.0,50.0,28.0
1770328201.15043,50.0,50.0,28.0
1770328201.1655517,50.0,50.0,28.0
1770328201.2126968,50.0,50.0,28.0
1770328201.2277482,50.0,50.0,28.0
1770328201.2594628,50.0,50.0,28.0
1770328201.2744613,50.0,50.0,28.0
1770328201.3049197,50.0,50.0,28.0
1770328201.320688,50.0,50.0,28.0
1770328201.3511639,50.0,50.0,28.0
1770328201.3667576,50.0,50.0,28.0
1770328201.3986833,50.0,50.0,28.0
1770328201.4134886,50.0,50.0,28.0
1770328201.4444087,50.0,50.0,28.0
1770328201.460067,50.0,50.0,28.0
1770328201.490804,50.0,50.0,28.0
1770328201.5064209,50.0,50.0,28.0
1770328201.5370102,50.0,50.0,28.0
1770328201.5527866,50.0,50.0,28.0
1770328201.5844834,50.0,50.0,28.0
1770328201.599708,50.0,50.0,28.0
1770328201.6310284,50.0,50.0,28.0
1770328201.6469405,50.0,50.0,28.0
1770328201.6773255,50.0,50.0,28.0
1770328201.69312,50.0,50.0,28.0
1770328201.738597,50.0,50.0,28.0
1770328201.7542648,50.0,50.0,28.0
1770328201.785077,50.0,50.0,28.0
1770328201.800694,50.0,50.0,28.0
1770328201.832593,50.0,50.0,28.0
1770328201.8475168,50.0,50.0,28.0
1770328201.8936956,50.0,50.0,28.0
1770328201.9097507,50.0,50.0,28.0
1770328201.9552588,50.0,50.0,28.0
1770328201.9712236,50.0,50.0,28.0
1770328202.0015516,50.0,50.0,28.0
1770328202.0174088,50.0,50.0,28.0
1770328202.0482588,50.0,50.0,28.0
1770328202.0642612,50.0,50.0,28.0
1770328202.0952404,50.0,50.0,28.0
1770328202.1109562,50.0,50.0,28.0
1770328202.141269,50.0,50.0,28.0
1770328202.157319,50.0,50.0,28.0
1770328202.1875746,50.0,50.0,28.0
1770328202.2034712,50.0,50.0,28.0
1770328202.234206,50.0,50.0,28.0
1770328202.249549,50.0,50.0,28.0
1770328202.2814412,50.0,50.0,28.0
1770328202.2966273,50.0,50.0,28.0
1770328202.3266943,50.0,50.0,28.0
1770328202.3426518,50.0,50.0,28.0
1770328202.3733687,50.0,50.0,28.0
1770328202.3884137,50.0,50.0,28.0
1770328202.419919,50.0,50.0,28.0
1770328202.435873,50.0,50.0,28.0
1770328202.4668736,50.0,50.0,28.0
1770328202.4821403,50.0,50.0,28.0
1770328202.5291877,50.0,50.0,28.0
1770328202.5442464,50.0,50.0,28.0
1770328202.5758836,50.0,50.0,28.0
1770328202.591772,50.0,50.0,28.0
1770328202.6229534,50.0,50.0,28.0
1770328202.6389751,50.0,50.0,28.0
1770328202.6855981,50.0,50.0,28.0
1770328202.7014725,50.0,50.0,28.0
1770328202.7323663,50.0,50.0,28.0
1770328202.7480462,50.0,50.0,28.0
1770328202.77857,50.0,50.0,28.0
1770328202.7945669,50.0,50.0,28.0
1770328202.8263912,50.0,50.0,28.0
1770328202.842288,50.0,50.0,28.0
1770328202.8731952,50.0,50.0,28.0
1770328202.8883903,50.0,50.0,28.0
1770328202.9203594,50.0,50.0,28.0
1770328202.936122,50.0,50.0,28.0
1770328202.9668648,50.0,50.0,28.0
1770328202.9824047,50.0,50.0,28.0
1770328203.013607,50.0,50.0,28.0
1770328203.0292068,50.0,50.0,28.0
1770328203.060601,50.0,50.0,28.0
1770328203.0759716,50.0,50.0,28.0
1770328203.1068575,50.0,50.0,28.0
1770328203.1225915,50.0,50.0,28.0
1770328203.152484,50.0,50.0,28.0
1770328203.1681337,50.0,50.0,28.0
1770328203.1991162,50.0,50.0,28.0
1770328203.2149038,50.0,50.0,28.0
1770328203.2455873,50.0,50.0,28.0
1770328203.2605226,50.0,50.0,28.0
1770328203.2922087,50.0,50.0,28.0
1770328203.3081546,50.0,50.0,28.0
1770328203.3381498,50.0,50.0,28.0
1770328203.3534913,50.0,50.0,28.0
1770328203.3851914,50.0,50.0,28.0
1770328203.400486,50.0,50.0,28.0
1770328203.4318073,50.0,50.0,28.0
1770328203.4474447,50.0,50.0,28.0
1770328203.4795253,50.0,50.0,28.0
1770328203.4952755,50.0,50.0,28.0
1770328203.527035,50.0,50.0,28.0
1770328203.5417776,50.0,50.0,28.0
1770328203.5729387,50.0,50.0,28.0
1770328203.5883868,50.0,50.0,28.0
1770328203.6201813,50.0,50.0,28.0
1770328203.6351035,50.0,50.0,28.0
1770328203.6667545,50.0,60.0,28.0
1770328203.6815538,50.0,60.0,28.0
1770328203.7128506,50.0,60.0,28.0
1770328203.7284596,50.0,60.0,28.0
1770328203.7599523,50.0,60.0,28.0
1770328203.7752337,50.0,60.0,28.0
1770328203.805411,50.0,60.0,28.0
1770328203.8210466,50.0,60.0,28.0
1770328203.8517213,50.0,60.0,28.0
1770328203.8670325,50.0,60.0,28.0
1770328203.8986619,50.0,60.0,28.0
1770328203.913451,50.0,60.0,28.0
1770328203.944169,50.0,60.0,28.0
1770328203.9592078,50.0,60.0,28.0
1770328203.991061,50.0,60.0,28.0
1770328204.0060928,50.0,60.0,28.0
1770328204.0369334,50.0,60.0,28.0
1770328204.05295,50.0,60.0,28.0
1770328204.0837965,50.0,60.0,28.0
1770328204.0987906,50.0,60.0,28.0
1770328204.1297038,50.0,60.0,28.0
1770328204.1453621,50.0,60.0,28.0
1770328204.1761668,50.0,70.0,28.0
1770328204.1913052,50.0,70.0,28.0
1770328204.222848,50.0,70.0,28.0
1770328204.2377446,50.0,70.0,28.0
1770328204.2693133,50.0,70.0,28.0
1770328204.2849164,50.0,70.0,28.0
1770328204.3158941,50.0,70.0,28.0
1770328204.3305795,50.0,70.0,28.0
1770328204.361877,50.0,70.0,28.0
1770328204.3774984,50.0,70.0,28.0
1770328204.408407,50.0,70.0,28.0
1770328204.424195,50.0,70.0,28.0
1770328204.4553792,50.0,70.0,28.0
1770328204.4713,50.0,70.0,28.0
1770328204.5024955,50.0,70.0,28.0
1770328204.5177073,50.0,70.0,28.0
1770328204.5490766,50.0,70.0,28.0
1770328204.5644047,50.0,70.0,28.0
1770328204.5962424,50.0,70.0,28.0
1770328204.611341,50.0,70.0,28.0
1770328204.6426256,50.0,70.0,28.0
1770328204.658487,50.0,70.0,28.0
1770328204.6889765,50.0,80.0,28.0
1770328204.704186,50.0,80.0,28.0
1770328204.7349956,50.0,80.0,28.0
1770328204.750633,50.0,80.0,28.0
1770328204.7814739,50.0,80.0,28.0
1770328204.7964706,50.0,80.0,28.0
1770328204.827659,50.0,80.0,28.0
1770328204.8432055,50.0,80.0,28.0
1770328204.8749638,50.0,80.0,28.0
1770328204.8898668,50.0,80.0,28.0
1770328204.9213114,50.0,80.0,28.0
1770328204.9369373,50.0,80.0,28.0
1770328204.96891,50.0,80.0,28.0
1770328204.9838598,50.0,80.0,28.0
1770328205.0150511,50.0,80.0,28.0
1770328205.030354,50.0,80.0,28.0
1770328205.0600886,50.0,80.0,28.0
1770328205.0749555,50.0,80.0,28.0
1770328205.105724,50.0,80.0,28.0
1770328205.121428,50.0,80.0,28.0
1770328205.1523764,50.0,80.0,28.0
1770328205.167189,50.0,80.0,28.0
1770328205.1988835,50.0,80.0,28.0
1770328205.2144346,50.0,80.0,28.0
1770328205.2465203,50.0,90.0,28.0
1770328205.2612777,50.0,90.0,28.0
1770328205.2923229,50.0,90.0,28.0
1770328205.3074422,50.0,90.0,28.0
1770328205.3385835,50.0,90.0,28.0
1770328205.3537557,50.0,90.0,28.0
1770328205.3850915,50.0,90.0,28.0
1770328205.4007707,50.0,90.0,28.0
1770328205.4318345,50.0,90.0,28.0
1770328205.4466197,50.0,90.0,28.0
1770328205.478377,50.0,90.0,28.0
1770328205.493094,50.0,90.0,28.0
1770328205.5249734,50.0,90.0,28.0
1770328205.5401154,50.0,90.0,28.0
1770328205.5715227,50.0,90.0,28.0
1770328205.5873857,50.0,90.0,28.0
1770328205.6183133,50.0,90.0,28.0
1770328205.6338441,50.0,90.0,28.0
1770328205.6656148,50.0,90.0,28.0
1770328205.680539,50.0,90.0,28.0
1770328205.712548,50.0,90.0,28.0
1770328205.7279253,50.0,90.0,28.0
1770328205.7591186,50.0,90.0,28.0
1770328205.7745237,50.0,90.0,28.0
1770328205.8054526,50.0,90.0,28.0
1770328205.8214052,50.0,90.0,28.0
1770328205.8519692,50.0,90.0,28.0
1770328205.8666956,50.0,100.0,28.0
1770328205.8974936,50.0,100.0,28.0
1770328205.9133556,50.0,100.0,28.0
1770328205.9450562,50.0,100.0,28.0
1770328205.959928,50.0,100.0,28.0
1770328205.989641,50.0,100.0,28.0
1770328206.0051384,50.0,100.0,28.0
1770328206.0369856,50.0,100.0,28.0
1770328206.0522025,50.0,100.0,28.0
1770328206.0836148,50.0,100.0,28.0
1770328206.0988462,50.0,100.0,28.0
1770328206.1305115,50.0,100.0,28.0
1770328206.1452656,50.0,100.0,28.0
1770328206.1759157,50.0,100.0,28.0
1770328206.191792,50.0,100.0,28.0
1770328206.223503,50.0,100.0,28.0
1770328206.2394836,50.0,100.0,28.0
1770328206.2702866,50.0,100.0,28.0
1770328206.2851818,50.0,100.0,28.0
1770328206.316707,50.0,100.0,28.0
1770328206.3314784,50.0,100.0,28.0
1770328206.3624468,50.0,100.0,28.0
1770328206.3782861,50.0,100.0,28.0
1770328206.4089868,50.0,100.0,28.0
1770328206.4239237,50.0,100.0,28.0
1770328206.4540136,50.0,100.0,28.0
1770328206.4691725,50.0,110.0,28.0
1770328206.5003276,50.0,110.0,28.0
1770328206.516142,50.0,110.0,28.0
1770328206.5477252,50.0,110.0,28.0
1770328206.5636125,50.0,110.0,28.0
1770328206.594187,50.0,110.0,28.0
1770328206.609914,50.0,110.0,28.0
1770328206.642039,50.0,110.0,28.0
1770328206.6574838,50.0,110.0,28.0
1770328206.6884904,50.0,110.0,28.0
1770328206.7042956,50.0,110.0,28.0
1770328206.7350414,50.0,110.0,28.0
1770328206.7500026,50.0,110.0,28.0
1770328206.781561,50.0,110.0,28.0
1770328206.7969818,50.0,110.0,28.0
1770328206.8278303,50.0,110.0,28.0
1770328206.8428729,50.0,110.0,28.0
1770328206.8737829,50.0,110.0,28.0
1770328206.889584,50.0,110.0,28.0
1770328206.920316,50.0,110.0,28.0
1770328206.9363124,50.0,110.0,28.0
1770328206.9667995,50.0,110.0,28.0
1770328206.9824512,50.0,110.0,28.0
1770328207.0136333,50.0,110.0,28.0
1770328207.028855,50.0,110.0,28.0
1770328207.0601532,50.0,110.0,28.0
1770328207.074935,50.0,120.0,28.0
1770328207.106273,50.0,120.0,28.0
1770328207.1223843,50.0,120.0,28.0
1770328207.1534152,50.0,120.0,28.0
1770328207.1692674,50.0,120.0,28.0
1770328207.200159,50.0,120.0,28.0
1770328207.2155943,50.0,120.0,28.0
1770328207.2469952,50.0,120.0,28.0
1770328207.261871,50.0,120.0,28.0
1770328207.292852,50.0,120.0,28.0
1770328207.3082242,50.0,120.0,28.0
1770328207.339706,50.0,120.0,28.0
1770328207.3552246,50.0,120.0,28.0
1770328207.3864555,50.0,120.0,28.0
1770328207.4020247,50.0,120.0,28.0
1770328207.4327993,50.0,120.0,28.0
1770328207.4482706,50.0,120.0,28.0
1770328207.4794042,50.0,120.0,28.0
1770328207.4951081,50.0,120.0,28.0
1770328207.52604,50.0,120.0,28.0
1770328207.541661,50.0,120.0,28.0
1770328207.5726798,50.0,120.0,28.0
1770328207.5881176,50.0,120.0,28.0
1770328207.6199071,50.0,130.0,28.0
1770328207.6348095,50.0,130.0,28.0
1770328207.6661706,50.0,130.0,28.0
1770328207.6816196,50.0,130.0,28.0
1770328207.7122664,50.0,130.0,28.0
1770328207.7282336,50.0,130.0,28.0
1770328207.7596498,50.0,130.0,28.0
1770328207.7744048,50.0,130.0,28.0
1770328207.8045688,50.0,130.0,28.0
1770328207.8199646,50.0,130.0,28.0
1770328207.850966,50.0,130.0,28.0
1770328207.8668163,50.0,130.0,28.0
1770328207.897501,50.0,130.0,28.0
1770328207.9134848,50.0,130.0,28.0
1770328207.9435654,50.0,130.0,28.0
1770328207.9588556,50.0,130.0,28.0
1770328207.9906743,50.0,130.0,28.0
1770328208.0058699,50.0,130.0,28.0
1770328208.0372324,50.0,130.0,28.0
1770328208.052747,50.0,130.0,28.0
1770328208.0836494,50.0,130.0,28.0
1770328208.099325,50.0,130.0,28.0
1770328208.1304023,50.0,130.0,28.0
1770328208.1461287,50.0,130.0,28.0
1770328208.1781633,50.0,140.0,28.0
1770328208.1932547,50.0,140.0,28.0
1770328208.2241585,50.0,140.0,28.0
1770328208.239528,50.0,140.0,28.0
1770328208.2710207,50.0,140.0,28.0
1770328208.286724,50.0,140.0,26.0
1770328208.3177068,50.0,140.0,26.0
1770328208.3334734,50.0,140.0,26.0
1770328208.3642912,50.0,140.0,25.0
1770328208.378848,50.0,140.0,25.0
1770328208.4098072,50.0,140.0,25.0
1770328208.4258018,50.0,140.0,25.0
1770328208.4565089,50.0,140.0,24.0
1770328208.471487,50.0,140.0,24.0
1770328208.5011945,50.0,140.0,24.0
1770328208.5165322,50.0,140.0,24.0
1770328208.547367,50.0,140.0,24.0
1770328208.5624979,50.0,140.0,22.0
1770328208.5932477,50.0,140.0,22.0
1770328208.6080008,50.0,140.0,22.0
1770328208.6398094,50.0,140.0,22.0
1770328208.6549737,50.0,140.0,21.0
1770328208.686135,50.0,140.0,21.0
1770328208.70213,50.0,140.0,21.0
1770328208.7330542,50.0,140.0,21.0
1770328208.7488081,50.0,140.0,21.0
1770328208.7785418,50.0,140.0,20.0
1770328208.794098,50.0,140.0,20.0
1770328208.8258593,50.0,140.0,20.0
1770328208.84088,50.0,140.0,20.0
1770328208.8717866,50.0,140.0,19.0
1770328208.8877666,50.0,140.0,19.0
1770328208.9341314,50.0,140.0,19.0
1770328208.9489582,50.0,140.0,19.0
1770328208.9955757,50.0,140.0,18.0
1770328209.0112143,50.0,140.0,18.0
1770328209.0431354,50.0,140.0,18.0
1770328209.05804,50.0,140.0,18.0
1770328209.0894947,50.0,140.0,16.0
1770328209.105482,50.0,140.0,16.0
1770328209.136413,50.0,140.0,16.0
1770328209.1518111,50.0,140.0,16.0
1770328209.1987894,50.0,140.0,15.0
1770328209.2139792,50.0,140.0,15.0
1770328209.2601914,50.0,140.0,15.0
1770328209.2762907,50.0,140.0,14.0
1770328209.3232715,50.0,140.0,14.0
1770328209.3383942,50.0,140.0,14.0
1770328209.36812,50.0,140.0,13.0
1770328209.3840978,50.0,140.0,13.0
1770328209.4306765,50.0,140.0,13.0
1770328209.4461672,50.0,140.0,13.0
1770328209.4764075,50.0,140.0,13.0
1770328209.491918,50.0,140.0,13.0
1770328209.5228918,50.0,140.0,13.0
1770328209.5385702,50.0,140.0,13.0
1770328209.5852127,50.0,140.0,13.0
1770328209.6009269,50.0,140.0,13.0
1770328209.632717,50.0,140.0,13.0
1770328209.6479607,50.0,140.0,13.0
1770328209.6952565,50.0,140.0,13.0
1770328209.71093,50.0,140.0,13.0
1770328209.756577,50.0,140.0,13.0
1770328209.7722564,50.0,140.0,13.0
1770328209.803214,50.0,140.0,13.0
1770328209.8190691,50.0,140.0,13.0
1770328209.8499498,50.0,140.0,13.0
1770328209.86518,50.0,140.0,13.0
1770328209.895456,50.0,140.0,13.0
1770328209.910969,50.0,140.0,13.0
1770328209.9567826,50.0,140.0,13.0
1770328209.972401,50.0,140.0,13.0
1770328210.002687,50.0,140.0,13.0
1770328210.0179253,50.0,140.0,13.0
1770328210.0640774,50.0,140.0,13.0
1770328210.079574,50.0,140.0,13.0
1770328210.1256897,50.0,140.0,13.0
1770328210.141058,50.0,140.0,13.0
1770328210.1720266,50.0,140.0,13.0
1770328210.1874526,50.0,140.0,13.0
1770328210.2183416,50.0,140.0,13.0
1770328210.233366,50.0,140.0,13.0
1770328210.2641296,50.0,140.0,13.0
1770328210.2801833,50.0,140.0,13.0
1770328210.3103807,50.0,140.0,13.0
1770328210.3261979,50.0,140.0,13.0
1770328210.357222,50.0,140.0,13.0
1770328210.3731637,50.0,140.0,13.0
1770328210.4042814,50.0,140.0,13.0
1770328210.420204,50.0,140.0,13.0
1770328210.4511461,50.0,140.0,13.0
1770328210.4671211,50.0,140.0,13.0
1770328210.4970136,50.0,140.0,13.0
1770328210.512682,50.0,140.0,13.0
1770328210.5437903,50.0,140.0,13.0
1770328210.558464,50.0,140.0,13.0
1770328210.5902085,50.0,150.0,13.0
1770328210.605837,50.0,150.0,13.0
1770328210.6376603,50.0,150.0,13.0
1770328210.6532636,50.0,150.0,13.0
1770328210.6845853,50.0,150.0,13.0
1770328210.7000763,50.0,150.0,13.0
1770328210.7319925,50.0,150.0,13.0
1770328210.7467396,50.0,150.0,13.0
1770328210.778449,50.0,150.0,13.0
1770328210.7939713,50.0,150.0,13.0
1770328210.8249688,50.0,150.0,13.0
1770328210.8405592,50.0,150.0,13.0
1770328210.8707645,50.0,150.0,13.0
1770328210.8861873,50.0,150.0,13.0
1770328210.9171424,50.0,150.0,13.0
1770328210.9328587,50.0,150.0,13.0
1770328210.97975,50.0,150.0,13.0
1770328210.994278,50.0,150.0,13.0
1770328211.0411196,50.0,150.0,13.0
1770328211.056415,50.0,150.0,13.0
1770328211.088552,50.0,150.0,13.0
1770328211.1042025,50.0,150.0,13.0
1770328211.1510348,50.0,150.0,13.0
1770328211.1666238,50.0,150.0,13.0
1770328211.2135098,50.0,150.0,13.0
1770328211.2290251,50.0,150.0,13.0
1770328211.273817,50.0,150.0,13.0
1770328211.2898417,50.0,150.0,13.0
1770328211.336516,50.0,150.0,13.0
1770328211.3511953,50.0,150.0,13.0
1770328211.3978853,50.0,150.0,13.0
1770328211.4126039,50.0,150.0,13.0
1770328211.459438,50.0,150.0,13.0
1770328211.475092,50.0,150.0,13.0
1770328211.5208673,50.0,150.0,13.0
1770328211.5367937,50.0,150.0,13.0
1770328211.5832274,50.0,150.0,13.0
1770328211.5980556,50.0,150.0,13.0
1770328211.6450355,50.0,150.0,13.0
1770328211.6604743,50.0,150.0,13.0
1770328211.707161,50.0,150.0,13.0
1770328211.7221856,50.0,150.0,13.0
1770328211.7690003,50.0,150.0,13.0
1770328211.7847917,50.0,150.0,13.0
1770328211.8308358,50.0,150.0,13.0
1770328211.8464353,50.0,150.0,13.0
1770328211.8933103,50.0,150.0,13.0
1770328211.9089005,50.0,150.0,13.0
1770328211.9558113,50.0,150.0,13.0
1770328211.9711158,50.0,150.0,13.0
1770328212.0181954,50.0,150.0,13.0
1770328212.0337934,50.0,150.0,13.0
1770328212.0806692,50.0,150.0,13.0
1770328212.0964751,50.0,150.0,13.0
1770328212.143037,50.0,150.0,13.0
1770328212.15879,50.0,150.0,13.0
1770328212.2046304,50.0,150.0,13.0
1770328212.2200217,50.0,150.0,13.0
1770328212.266857,50.0,150.0,13.0
1770328212.2827466,50.0,150.0,13.0
1770328212.3294835,50.0,150.0,13.0
1770328212.344991,50.0,150.0,13.0
1770328212.3922887,50.0,150.0,13.0
1770328212.4073844,50.0,150.0,13.0
1770328212.4552407,50.0,150.0,13.0
1770328212.4709623,50.0,150.0,13.0
1770328212.5026944,50.0,150.0,13.0
1770328212.5186322,50.0,150.0,13.0
1770328212.5503597,50.0,150.0,13.0
1770328212.5664356,50.0,150.0,13.0
1770328212.612301,50.0,150.0,13.0
1770328212.627652,50.0,150.0,13.0
1770328212.6753798,50.0,150.0,13.0
1770328212.6899817,50.0,150.0,13.0
1770328212.7361608,50.0,150.0,13.0
1770328212.751357,50.0,150.0,13.0
1770328212.7984843,50.0,150.0,13.0
1770328212.8136632,50.0,150.0,13.0
1770328212.8605912,50.0,150.0,13.0
1770328212.8752384,50.0,150.0,13.0
1770328212.922032,50.0,150.0,13.0
1770328212.9368844,50.0,150.0,13.0
1770328212.9837317,50.0,150.0,13.0
1770328212.999719,50.0,150.0,14.0
1770328213.0469747,50.0,150.0,14.0
1770328213.061725,50.0,150.0,14.0
1770328213.1083968,50.0,150.0,14.0
1770328213.123455,50.0,150.0,14.0
1770328213.1708994,50.0,150.0,14.0
1770328213.186534,50.0,150.0,14.0
1770328213.2324142,50.0,150.0,14.0
1770328213.247837,50.0,150.0,14.0
1770328213.2959144,50.0,150.0,14.0
1770328213.310261,50.0,150.0,14.0
1770328213.3413143,50.0,150.0,14.0
1770328213.3572066,50.0,150.0,14.0
1770328213.40377,50.0,150.0,14.0
1770328213.4194007,50.0,150.0,14.0
1770328213.4663916,50.0,150.0,14.0
1770328213.4819918,50.0,150.0,14.0
1770328213.5127547,50.0,150.0,14.0
1770328213.5287383,50.0,150.0,14.0
1770328213.5765853,50.0,150.0,14.0
1770328213.5916224,50.0,150.0,14.0
1770328213.6375115,50.0,150.0,14.0
1770328213.6525538,50.0,150.0,14.0
1770328213.699215,50.0,150.0,14.0
1770328213.7149568,50.0,150.0,14.0
1770328213.7605264,50.0,150.0,14.0
1770328213.7756531,50.0,150.0,14.0
1770328213.8067842,50.0,150.0,14.0
1770328213.8224742,50.0,150.0,14.0
1770328213.8686645,50.0,150.0,14.0
1770328213.884268,50.0,150.0,14.0
1770328213.9310136,50.0,150.0,14.0
1770328213.946983,50.0,150.0,14.0
1770328213.993433,50.0,150.0,14.0
1770328214.009262,50.0,150.0,14.0
1770328214.0558572,50.0,150.0,14.0
1770328214.0716205,50.0,150.0,14.0
1770328214.1187541,50.0,150.0,14.0
1770328214.1341076,50.0,150.0,14.0
1770328214.165874,50.0,150.0,14.0
1770328214.181432,50.0,150.0,14.0
1770328214.2130017,50.0,150.0,14.0
1770328214.228251,50.0,150.0,14.0
1770328214.257741,50.0,150.0,14.0
1770328214.2733905,50.0,150.0,14.0
1770328214.3037415,50.0,150.0,14.0
1770328214.3196785,50.0,150.0,14.0
1770328214.3501315,50.0,150.0,14.0
1770328214.3657627,50.0,150.0,14.0
1770328214.412615,50.0,150.0,14.0
1770328214.4272485,50.0,150.0,14.0
1770328214.4590418,50.0,150.0,14.0
1770328214.4749777,50.0,150.0,14.0
1770328214.5207717,50.0,150.0,14.0
1770328214.5364747,50.0,150.0,14.0
1770328214.583363,50.0,150.0,14.0
1770328214.5988796,50.0,150.0,14.0
1770328214.6306846,50.0,150.0,14.0
1770328214.6453993,50.0,150.0,14.0
1770328214.67624,50.0,150.0,14.0
1770328214.6917424,50.0,150.0,14.0
1770328214.7220242,50.0,150.0,14.0
1770328214.7376142,50.0,150.0,14.0
1770328214.7694836,50.0,150.0,14.0
1770328214.7841375,50.0,150.0,14.0
1770328214.8144484,50.0,150.0,14.0
1770328214.829715,50.0,150.0,14.0
1770328214.8608325,50.0,150.0,14.0
1770328214.876506,50.0,150.0,14.0
1770328214.9082952,50.0,150.0,14.0
1770328214.9232872,50.0,150.0,14.0
1770328214.9696922,50.0,160.0,14.0
1770328214.9848065,50.0,160.0,14.0
1770328215.0161538,50.0,160.0,14.0
1770328215.0318513,50.0,160.0,14.0
1770328215.0622241,50.0,160.0,14.0
1770328215.0776165,50.0,160.0,14.0
1770328215.1093092,50.0,160.0,14.0
1770328215.124529,50.0,160.0,14.0
1770328215.1549258,50.0,160.0,14.0
1770328215.1703694,50.0,160.0,14.0
1770328215.2015123,50.0,160.0,14.0
1770328215.2169583,50.0,160.0,14.0
1770328215.2638278,50.0,160.0,14.0
1770328215.2794373,50.0,160.0,14.0
1770328215.326138,50.0,160.0,14.0
1770328215.3421144,50.0,160.0,14.0
1770328215.3721135,50.0,160.0,14.0
1770328215.387662,50.0,160.0,14.0
1770328215.4179733,50.0,160.0,14.0
1770328215.4330642,50.0,160.0,14.0
1770328215.4642284,50.0,160.0,14.0
1770328215.4798496,50.0,160.0,14.0
1770328215.5118093,50.0,160.0,14.0
1770328215.5147085,50.0,160.0,14.0
1770328215.5422883,50.0,160.0,14.0
1770328215.5576136,50.0,160.0,14.0
1770328215.604811,50.0,160.0,14.0
1770328215.620365,50.0,160.0,14.0
1770328215.6523728,50.0,160.0,14.0
1770328215.668019,50.0,160.0,14.0
1770328215.69895,50.0,160.0,14.0
1770328215.7148395,50.0,160.0,14.0
1770328215.7455933,50.0,160.0,14.0
1770328215.7609997,50.0,160.0,14.0
1770328215.7920606,50.0,160.0,14.0
1770328215.8076682,50.0,160.0,14.0
1770328215.8395648,50.0,160.0,14.0
1770328215.8552008,50.0,160.0,14.0
1770328215.8852773,50.0,160.0,14.0
1770328215.900974,50.0,160.0,14.0
1770328215.9329615,50.0,160.0,14.0
1770328215.948139,50.0,160.0,14.0
1770328215.9787009,50.0,160.0,14.0
1770328215.994619,50.0,160.0,14.0
1770328216.0255477,50.0,160.0,14.0
1770328216.0406163,50.0,160.0,14.0
1770328216.0715997,50.0,160.0,14.0
1770328216.0870922,50.0,160.0,14.0
1770328216.1181526,50.0,160.0,14.0
1770328216.1338723,50.0,160.0,14.0
1770328216.1647003,50.0,160.0,14.0
1770328216.1805596,50.0,160.0,14.0
1770328216.2125728,50.0,160.0,14.0
1770328216.2277532,50.0,160.0,14.0
1770328216.258902,50.0,160.0,14.0
1770328216.2744613,50.0,160.0,14.0
1770328216.3057694,50.0,160.0,14.0
1770328216.3209267,50.0,160.0,14.0
1770328216.3519166,50.0,160.0,14.0
1770328216.3680346,50.0,160.0,14.0
1770328216.3987932,50.0,160.0,14.0
1770328216.4134655,50.0,160.0,14.0
1770328216.4443116,50.0,160.0,14.0
1770328216.459764,50.0,160.0,14.0
1770328216.4908347,50.0,160.0,14.0
1770328216.5065382,50.0,160.0,14.0
1770328216.5386121,50.0,160.0,14.0
1770328216.5541277,50.0,160.0,14.0
1770328216.5858593,50.0,160.0,14.0
1770328216.600818,50.0,160.0,14.0
1770328216.6320484,50.0,160.0,14.0
1770328216.647399,50.0,160.0,14.0
1770328216.678233,50.0,160.0,14.0
1770328216.6934838,50.0,160.0,14.0
1770328216.7240627,50.0,160.0,14.0
1770328216.7400353,50.0,160.0,14.0
1770328216.7719076,50.0,160.0,14.0
1770328216.786854,50.0,160.0,14.0
1770328216.8178427,50.0,170.0,14.0
1770328216.8337665,50.0,170.0,14.0
1770328216.8647318,50.0,170.0,14.0
1770328216.8796377,50.0,170.0,14.0
1770328216.9105477,50.0,170.0,14.0
1770328216.9260285,50.0,170.0,14.0
1770328216.957649,50.0,170.0,14.0
1770328216.9727342,50.0,170.0,14.0
1770328217.0040286,50.0,170.0,14.0
1770328217.019007,50.0,170.0,14.0
1770328217.0504827,50.0,170.0,14.0
1770328217.0553463,50.0,170.0,14.0
1770328217.0967274,50.0,170.0,14.0
1770328217.112924,50.0,170.0,14.0
1770328217.1435535,50.0,170.0,14.0
1770328217.1585445,50.0,170.0,14.0
1770328217.2052746,50.0,170.0,14.0
1770328217.220791,50.0,170.0,14.0
1770328217.2516773,50.0,170.0,14.0
1770328217.2672505,50.0,170.0,14.0
1770328217.297655,50.0,170.0,14.0
1770328217.3136463,50.0,170.0,14.0
1770328217.3454216,50.0,170.0,14.0
1770328217.3608882,50.0,170.0,14.0
1770328217.3925514,50.0,170.0,14.0
1770328217.4075449,50.0,170.0,14.0
1770328217.438428,50.0,170.0,14.0
1770328217.4545507,50.0,170.0,14.0
1770328217.4996202,50.0,170.0,14.0
1770328217.5151882,50.0,170.0,14.0
1770328217.5467415,50.0,170.0,14.0
1770328217.5623634,50.0,170.0,14.0
1770328217.592365,50.0,170.0,14.0
1770328217.6077862,50.0,170.0,14.0
1770328217.6535454,50.0,170.0,14.0
1770328217.6687362,50.0,170.0,14.0
1770328217.6989448,50.0,170.0,14.0
1770328217.7150729,50.0,170.0,14.0
1770328217.7457223,50.0,170.0,14.0
1770328217.7617438,50.0,170.0,14.0
1770328217.7920563,50.0,170.0,14.0
1770328217.8078976,50.0,170.0,14.0
1770328217.8534951,50.0,170.0,14.0
