t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,rule_infer_ms,rule_infer_ms_ran
1787929751.2027125,7,,,0.995635986328125,0.0703000114299357,0.0053000112529844046,1,,0,,0,0,,0,hover,0.04329998046159744,1,,
1787929751.2844918,16,0.08177924156188965,12.22804199331209,14.961957931518555,40.491299994755536,0.011299998732283711,1,,0,,0,0,40.387799992458895,1,hover,0.056899996707215905,1,,
1787929751.3074286,34,0.02293682098388672,43.598020872313,2.9921531677246094,0.10309999925084412,0.01680001150816679,1,,0,,0,0,,0,hover,0.047999987145885825,1,,
1787929751.3772438,39,0.06981515884399414,14.323536844405893,3.9894580841064453,43.288799992296845,0.010399991879239678,1,12.692099990090355,1,,0,0,30.077500006882474,1,hover,0.031200004741549492,1,,
1787929751.395194,55,0.01795029640197754,55.70938649736349,1.9943714141845703,0.6791000196244568,0.0045000051613897085,1,,0,,0,0,,0,hover,0.020299979951232672,1,,
1787929751.4482062,60,0.05301213264465332,18.863606312598662,2.9921531677246094,33.566500002052635,0.005699985194951296,1,,0,,0,0,33.301099989330396,1,hover,0.023800006601959467,1,,
1787929751.4635677,74,0.015361547470092773,65.09760829414412,2.899169921875,0.2621999883558601,0.005999987479299307,1,,0,,0,0,,0,hover,0.023200002033263445,1,,
1787929751.5074508,79,0.04388308525085449,22.78782346964832,1.9943714141845703,31.411900010425597,0.005499983672052622,1,6.714699993608519,1,,0,0,24.440000008326024,1,hover,0.01920000067912042,1,,
1787929751.5204155,99,0.012964725494384766,77.13236970833793,1.9953250885009766,0.1954999752342701,0.00890000956133008,1,,0,,0,0,,0,hover,0.01889999839477241,1,,
1787929751.5533283,104,0.0329127311706543,30.383379453225736,0.9984970092773438,22.64180002384819,0.005400012014433742,1,,0,,0,0,22.493299999041483,1,hover,0.020099978428333998,1,,
1787929751.563333,120,0.010004758834838867,99.95243428734838,2.025604248046875,0.22559997159987688,0.0051000097300857306,1,,0,,0,0,,0,hover,0.018099992303177714,1,,
1787929751.6000345,125,0.03670144081115723,27.24688671339574,0.9999275207519531,25.466999999480322,0.0049000082071870565,1,4.6879000146873295,1,,0,0,20.67719999467954,1,hover,0.017699989257380366,1,,
1787929751.6079848,128,0.007950305938720703,125.78132309722305,4.6367645263671875,0.09379998664371669,0.0046000059228390455,1,,0,,0,0,,0,hover,0.015099998563528061,1,,
1787929751.6905954,129,0.0826106071472168,12.104983058869706,2.0058155059814453,19.71730001969263,0.0045000051613897085,1,,0,,0,0,19.62560001993552,1,hover,0.015099998563528061,1,,
1787929751.7105083,130,0.0199129581451416,50.218555812310676,8.009195327758789,0.13719999697059393,0.005900015821680427,1,,0,,0,0,,0,hover,0.021499989088624716,1,,
1787929751.769504,131,0.058995723724365234,16.950381093248627,3.0241012573242188,27.050000004237518,0.005400012014433742,1,5.992399994283915,1,,0,0,20.96790002542548,1,hover,0.016300007700920105,1,,
1787929751.7774527,132,0.007948637008666992,125.80773268544347,7.949590682983398,0.09129999671131372,0.0046000059228390455,1,,0,,0,0,,0,hover,0.015700003132224083,1,,
1787929751.871679,133,0.09422636032104492,10.6127414514668,11.501789093017578,21.946399996522814,0.0040000013541430235,1,,0,,0,0,21.851900004548952,1,hover,0.015499972505494952,1,,
1787929751.8795583,134,0.007879257202148438,126.91551682401355,8.48698616027832,0.14869999722577631,0.0053000112529844046,1,,0,,0,0,,0,hover,0.038300000596791506,1,,
1787929751.9267583,135,0.04719996452331543,21.18645660222962,0.9951591491699219,23.877100000390783,0.0052000104915350676,1,5.091000028187409,1,,0,0,18.622699979459867,1,hover,0.019499973859637976,1,,
