t,bat,h,yaw,vgx,vgy,vgz,tof
1790248008.8952746,24.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248009.9990635,24.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248011.0181434,24.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248012.1030793,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248013.1244516,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248014.1273656,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248015.1871896,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248016.261986,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248017.263543,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248018.2863314,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248019.2884438,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248020.3095064,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248021.3425274,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248022.419358,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248023.486024,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248024.493191,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248025.5461524,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248026.6033862,23.0,0.0,171.0,0.0,0.0,0.0,10.0
1790248027.6084342,23.0,0.0,171.0,0.0,0.0,0.0,10.0
