t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,rule_infer_ms,rule_infer_ms_ran
1789862206.7633975,12,,,1.9989013671875,0.06340001709759235,0.006799993570894003,1,,0,,0,0,,0,hover,0.02789997961372137,1,,
1789862206.8464851,22,0.08308768272399902,12.035478270850371,2.0072460174560547,40.4467000043951,0.010300020221620798,1,,0,,0,0,40.38510000100359,1,hover,0.02629996743053198,1,,
1789862206.8694208,40,0.02293562889099121,43.600286905269286,0.0,0.03590004052966833,0.0048999791033566,1,,0,,0,0,,0,hover,0.016200006939470768,1,,
1789862206.9337633,45,0.06434249877929688,15.541827236615877,2.9921531677246094,37.64309996040538,0.004999979864805937,1,9.548000001814216,1,,0,0,28.067899984307587,1,hover,0.01580000389367342,1,,
1789862206.9487228,62,0.014959573745727539,66.8468244481632,0.9975433349609375,0.04830001853406429,0.005299982149153948,1,,0,,0,0,,0,hover,0.021199986804276705,1,,
1789862207.000586,67,0.05186319351196289,19.281496805038387,2.9916763305664062,33.42489997157827,0.010000017937272787,1,,0,,0,0,33.33750000456348,1,hover,0.04529999569058418,1,,
1789862207.0145464,82,0.01396036148071289,71.63138299689176,0.9977817535400391,0.04499999340623617,0.006100046448409557,1,,0,,0,0,,0,hover,0.020299979951232672,1,,
1789862207.0580688,87,0.04352235794067383,22.976696284772057,1.9941329956054688,30.64420004375279,0.006399990525096655,1,6.162200006656349,1,,0,0,24.448800017125905,1,hover,0.019200029782950878,1,,
1789862207.0675504,107,0.009481668472290039,105.46667001936181,0.9973049163818359,0.03350002225488424,0.004100031219422817,1,,0,,0,0,,0,hover,0.01479999627918005,1,,
1789862207.100463,112,0.032912492752075195,30.383599550871093,0.9970664978027344,23.18709995597601,0.00890000956133008,1,,0,,0,0,23.13059999141842,1,hover,0.028600043151527643,1,,
1789862207.110342,126,0.009879112243652344,101.22367023844001,2.0885467529296875,0.03489997470751405,0.004699977580457926,1,,0,,0,0,,0,hover,0.015300000086426735,1,,
