t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran
1788460262.6928003,10,,,0.9973049163818359,0.10340000153519213,0.010899995686486363,1,,0,0,0,,0,land,0.055900003644637764,1
1788460262.7929614,22,0.10016107559204102,9.983918344417837,2.7251243591308594,44.273199993767776,0.006000002031214535,1,,0,0,0,44.222699987585656,1,land,0.02649999805726111,1
1788460262.8268702,40,0.033908843994140625,29.490831364607942,1.9598007202148438,0.07720000576227903,0.010800009476952255,1,,0,0,0,,0,land,0.038300000596791506,1
1788460262.8897018,45,0.06283164024353027,15.915548219401597,3.986835479736328,41.74909999710508,0.00549999822396785,1,10.604199997032993,1,0,0,31.10239999659825,1,land,0.020799998310394585,1
1788460262.9052749,62,0.01557302474975586,64.2136011512906,4.580497741699219,0.04710000939667225,0.006100002792663872,1,,0,0,0,,0,land,0.025500004994682968,1
1788460262.9543965,68,0.04912161827087402,20.357635501453665,2.198457717895508,31.600900008925237,0.0050000089686363935,1,,0,0,0,31.56420000595972,1,land,0.019799990695901215,1
1788460262.9671576,84,0.012761116027832031,78.3630520887826,0.9982585906982422,0.040099999750964344,0.005299996701069176,1,,0,0,0,,0,land,0.02030000905506313,1
1788460263.0135496,89,0.046391963958740234,21.55545733932224,0.9973049163818359,35.67579999798909,0.006200003554113209,1,6.271500009461306,1,0,0,29.369199997745454,1,land,0.021599989850074053,1
1788460263.0245202,109,0.010970592498779297,91.15277958882079,1.9943714141845703,0.06059999577701092,0.006600006599910557,1,,0,0,0,,0,land,0.033899996196851134,1
1788460263.0603025,114,0.0357823371887207,27.946749110486266,0.9970664978027344,24.341899988939986,0.005399997462518513,1,,0,0,0,24.301699988427572,1,land,0.02160000440198928,1
1788460263.0707188,127,0.010416269302368164,96.00366224907872,5.721330642700195,0.05339999916031957,0.008699993486516178,1,,0,0,0,,0,land,0.02710000262595713,1
1788460263.117772,128,0.04705333709716797,21.25247775593344,1.9948482513427734,32.8012999962084,0.00549999822396785,1,5.419099994469434,1,0,0,27.348400006303564,1,land,0.021100000594742596,1
1788460263.153642,129,0.03586983680725098,27.878576793464894,0.9973049163818359,0.03880000440403819,0.005199995939619839,1,,0,0,0,,0,land,0.01960000372491777,1
1788460263.2070074,130,0.053365468978881836,18.738709115359356,1.9943714141845703,20.413899997947738,0.00549999822396785,1,,0,0,0,20.376200001919642,1,land,0.02020000829361379,1
1788460263.2169826,131,0.009975194931030273,100.24866751117378,1.9962787628173828,0.0408000050811097,0.0052000104915350676,1,,0,0,0,,0,land,0.020699997548945248,1
1788460263.276066,132,0.05908346176147461,16.92521003655968,1.932382583618164,25.386299996171147,0.0048000074457377195,1,5.327000006218441,1,0,0,20.029399995109998,1,land,0.018699996871873736,1
1788460263.3210158,133,0.04494976997375488,22.247054892246982,1.9955635070800781,0.04820000322069973,0.00650000583846122,1,,0,0,0,,0,land,0.024299995857290924,1
1788460263.369507,134,0.04849123954772949,20.622281660086436,0.9934902191162109,19.54180000757333,0.004699992132373154,1,,0,0,0,19.509200006723404,1,land,0.017099999240599573,1
1788460263.386243,135,0.01673603057861328,59.75132486181549,0.5512237548828125,0.035599994589574635,0.0040000013541430235,1,,0,0,0,,0,land,0.0185999961104244,1
1788460263.4454887,136,0.05924558639526367,16.878894460228416,1.9974708557128906,25.231799998437054,0.006300004315562546,1,5.7268000091426075,1,0,0,19.45809999597259,1,land,0.032800002372823656,1
1788460263.4879904,137,0.04250168800354004,23.528477266990155,0.9968280792236328,0.042499988921917975,0.005699999746866524,1,,0,0,0,,0,land,0.021499989088624716,1
1788460263.540849,138,0.052858591079711914,18.918400577343768,0.9965896606445312,19.730699990759604,0.004699992132373154,1,,0,0,0,19.69279999320861,1,land,0.020100007532164454,1
1788460263.5558085,139,0.014959573745727539,66.8468244481632,1.9943714141845703,0.05080000846646726,0.00650000583846122,1,,0,0,0,,0,land,0.025999994250014424,1
1788460263.6111727,140,0.055364131927490234,18.062235696383507,0.9975433349609375,24.331299995537847,0.005399997462518513,1,4.780399991432205,1,0,0,19.51790000020992,1,land,0.020400009816512465,1
1788460263.662654,141,0.05148124694824219,19.424548923715314,2.122163772583008,0.048000001697801054,0.006400005077011883,1,,0,0,0,,0,land,0.025000001187436283,1
1788460263.6915753,142,0.02892136573791504,34.57651374634187,10.970830917358398,18.552299996372312,0.004699992132373154,1,,0,0,0,18.516900003305636,1,land,0.01890001294668764,1
1788460263.72049,143,0.028914690017700195,34.584496648169065,2.9916763305664062,0.04150001041125506,0.004999994416721165,1,,0,0,0,,0,land,0.020499996026046574,1
1788460263.7835255,144,0.06303548812866211,15.864079579409205,2.962350845336914,27.881599991815165,0.004699992132373154,1,4.52699999732431,1,0,0,23.324900001171045,1,land,0.0185999961104244,1
1788460263.8215652,145,0.0380396842956543,26.288335944844878,0.9982585906982422,0.043400010326877236,0.005599998985417187,1,,0,0,0,,0,land,0.023200002033263445,1
1788460263.872714,146,0.05114889144897461,19.55076584597313,0.9973049163818359,18.67859999765642,0.0047000066842883825,1,,0,0,0,18.643899995367974,1,land,0.0185999961104244,1
1788460263.8916364,147,0.01892232894897461,52.847617367638534,0.9973049163818359,0.046599991037510335,0.004999994416721165,1,,0,0,0,,0,land,0.02479999966453761,1
1788460263.9446297,148,0.0529932975769043,18.87031088316012,0.9970664978027344,27.51390000048559,0.007999988156370819,1,7.491700001992285,1,0,0,19.97300000221003,1,land,0.03090000245720148,1
1788460263.9899802,149,0.04535055160522461,22.0504484422808,1.9948482513427734,0.039399994420818985,0.0046000059228390455,1,,0,0,0,,0,land,0.020699997548945248,1
1788460264.0475767,150,0.057596445083618164,17.362182658117288,2.991199493408203,26.07900000293739,0.0052000104915350676,1,,0,0,0,26.0405000008177,1,land,0.020099992980249226,1
1788460264.0565524,151,0.008975744247436523,111.411374080272,3.988981246948242,0.03670000296551734,0.005299996701069176,1,,0,0,0,,0,land,0.018100006855092943,1
1788460264.1135561,152,0.05700373649597168,17.542709679578067,1.9943714141845703,25.311300007160753,0.005399997462518513,1,5.512999996426515,1,0,0,19.765300006838515,1,land,0.020499996026046574,1
1788460264.1554253,153,0.041869163513183594,23.88392592761315,2.317667007446289,0.06150000263005495,0.006700007361359894,1,,0,0,0,,0,land,0.03519999154377729,1
1788460264.2049928,154,0.049567461013793945,20.17452537505832,1.9919872283935547,17.9956000065431,0.004799992893822491,1,,0,0,0,17.96219999960158,1,land,0.017400001524947584,1
1788460264.221149,155,0.01615619659423828,61.89575585856797,1.0328292846679688,0.04539999645203352,0.006099988240748644,1,,0,0,0,,0,land,0.023200002033263445,1
1788460264.286862,156,0.06571292877197266,15.217705536608374,1.992940902709961,32.233899997663684,0.005599998985417187,1,6.067599999369122,1,0,0,26.131499995244667,1,land,0.021900006686337292,1
1788460264.3208592,157,0.033997297286987305,29.414102878782565,1.9948482513427734,0.03809999907389283,0.0047000066842883825,1,,0,0,0,,0,land,0.019099999917671084,1
1788460264.3784006,158,0.0575413703918457,17.378800560191593,1.9960403442382812,22.466699985670857,0.004699992132373154,1,,0,0,0,22.429699994972907,1,land,0.019400002202019095,1
1788460264.3876827,159,0.009282112121582031,107.73410048289325,3.9834976196289062,0.03609999839682132,0.004599991370923817,1,,0,0,0,,0,land,0.01890001294668764,1
1788460264.4480686,160,0.060385942459106445,16.56014561132673,1.997232437133789,28.462399990530685,0.005299996701069176,1,5.473900004290044,1,0,0,22.955599997658283,1,land,0.020499996026046574,1
1788460264.4914405,161,0.04337191581726074,23.056394469944756,1.9941329956054688,0.03949999518226832,0.005399997462518513,1,,0,0,0,,0,land,0.019800005247816443,1
1788460264.5436525,162,0.05221199989318848,19.15268524564712,1.9977092742919922,21.229999998467974,0.00549999822396785,1,,0,0,0,21.189599996432662,1,land,0.021500003640539944,1
1788460264.555623,163,0.01197052001953125,83.53855959209687,1.995086669921875,0.04470000567380339,0.0051000097300857306,1,,0,0,0,,0,land,0.023200002033263445,1
1788460264.6103327,164,0.054709672927856445,18.27830338738566,1.9955635070800781,25.251099999877624,0.004899993655271828,1,4.860600005486049,1,0,0,20.360700000310317,1,land,0.018300008377991617,1
1788460264.6543753,165,0.04404258728027344,22.705296435840804,2.027750015258789,0.0518000015290454,0.006099988240748644,1,,0,0,0,,0,land,0.02680000034160912,1
