t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms_ran,assoc_ok,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran
1790262196.603417,143,0.06347966194152832,15.753076960635186,2.0263195037841797,28.77280000029714,,0,,0,0,no_face,0,0.0030000010156072676,1,4.6221999982662965,1,,0,0,24.119199999404373,1,hover,0.013500000932253897,1
1790262196.6087132,144,0.005296230316162109,188.81354101017376,0.9973049163818359,0.03550000110408291,,0,,0,0,no_face,0,0.0031000017770566046,1,,0,,0,0,,0,hover,0.012299999070819467,1
1790262196.6964397,145,0.08772659301757812,11.399052050267427,1.0023117065429688,19.020199997612508,,0,,0,0,no_face,0,0.0034000004234258085,1,,0,,0,0,18.976799998199567,1,hover,0.01849999898695387,1
1790262196.7080402,146,0.011600494384765625,86.2032226241368,0.5524158477783203,0.04020000051241368,,0,,0,0,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,hover,0.012900000001536682,1
1790262196.775467,147,0.06742668151855469,14.83092416056123,1.9981861114501953,31.942999998136656,,0,,0,0,no_face,0,0.0034000004234258085,1,6.92949999938719,1,,0,0,24.97600000060629,1,hover,0.016000001778593287,1
1790262196.7794573,148,0.0039904117584228516,250.60070502479536,6.98542594909668,0.03690000085043721,,0,,0,0,no_face,0,0.0035000011848751456,1,,0,,0,0,,0,hover,0.012399999832268804,1
1790262196.8619668,149,0.08250951766967773,12.119813910480538,0.9977817535400391,21.421500001451932,,0,,0,0,no_face,0,0.0035000011848751456,1,,0,,0,0,21.379599998908816,1,hover,0.01630000042496249,1
1790262196.8733726,150,0.011405706405639648,87.6754112753193,0.9944438934326172,0.039100003050407395,,0,,0,0,no_face,0,0.0032999996619764715,1,,0,,0,0,,0,hover,0.012900000001536682,1
1790262196.9391007,151,0.06572818756103516,15.214172748509162,1.9936561584472656,27.42470000157482,,0,,0,0,no_face,0,0.0037999998312443495,1,5.617599999823142,1,,0,0,21.75870000064606,1,hover,0.014799999917158857,1
1790262196.94309,152,0.003989219665527344,250.675591680612,2.989530563354492,0.036299999919719994,,0,,0,0,no_face,0,0.0030999981390777975,1,,0,,0,0,,0,hover,0.012500000593718141,1
1790262197.0341709,153,0.09108090400695801,10.979249831815528,1.9948482513427734,22.78440000009141,,0,,0,0,no_face,0,0.00419999923906289,1,,0,,0,0,22.739500000170665,1,hover,0.01630000042496249,1
1790262197.0411546,154,0.006983757019042969,143.18940325003413,1.9962787628173828,0.045900000259280205,,0,,0,0,no_face,0,0.004300000000512227,1,,0,,0,0,,0,hover,0.016099998902063817,1
1790262197.1017992,155,0.06064462661743164,16.489507080460132,0.9961128234863281,26.60489999834681,,0,,0,0,no_face,0,0.0037999998312443495,1,5.9139999975741375,1,,0,0,20.65249999941443,1,hover,0.01590000101714395,1
1790262197.111774,156,0.00997471809387207,100.25345985610824,1.9958019256591797,0.04150000313529745,,0,,0,0,no_face,0,0.0035000011848751456,1,,0,,0,0,,0,hover,0.014799999917158857,1
