t,bat,h,yaw,vgx,vgy,vgz,tof
1789945749.973235,91.0,80.0,-118.0,0.0,0.0,0.0,87.0
1789945750.9898322,91.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945752.0061133,91.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945753.0157123,91.0,70.0,-118.0,0.0,0.0,0.0,84.0
1789945754.016279,91.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945755.0386121,91.0,70.0,-118.0,0.0,0.0,0.0,84.0
1789945756.0401847,91.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945757.0982451,91.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945758.1631432,91.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945759.1928189,91.0,70.0,-118.0,0.0,0.0,0.0,84.0
1789945760.2260487,91.0,70.0,-119.0,0.0,0.0,0.0,81.0
1789945761.2894948,91.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945762.2945259,91.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945763.3165567,91.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945764.3184974,91.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945765.3202705,91.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945766.3277001,91.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945767.3791382,90.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945768.4294925,90.0,70.0,-118.0,0.0,0.0,0.0,79.0
1789945769.4627697,90.0,70.0,-118.0,0.0,0.0,0.0,80.0
1789945770.4697664,89.0,70.0,-118.0,0.0,0.0,0.0,81.0
1789945771.4773476,89.0,70.0,-118.0,0.0,0.0,0.0,83.0
1789945772.4830139,89.0,70.0,-118.0,0.0,0.0,0.0,82.0
1789945773.4856033,89.0,70.0,-118.0,0.0,0.0,0.0,78.0
1789945774.4861825,88.0,70.0,-118.0,0.0,0.0,0.0,78.0
1789945775.4884055,88.0,70.0,-118.0,0.0,0.0,0.0,80.0
