t,bat,h,yaw,vgx,vgy,vgz,tof
1790268730.5738506,35.0,70.0,-175.0,0.0,0.0,0.0,80.0
1790268731.5885365,35.0,70.0,-175.0,0.0,0.0,0.0,81.0
1790268732.589516,35.0,70.0,-175.0,0.0,0.0,0.0,85.0
1790268733.6034396,35.0,70.0,-175.0,0.0,0.0,0.0,78.0
1790268734.6226506,35.0,70.0,-175.0,0.0,0.0,0.0,83.0
1790268735.634025,35.0,70.0,-175.0,0.0,0.0,0.0,82.0
1790268736.673443,35.0,70.0,-175.0,0.0,0.0,0.0,79.0
1790268737.6930373,35.0,70.0,-175.0,0.0,0.0,0.0,84.0
1790268738.7108352,35.0,70.0,-175.0,0.0,0.0,0.0,79.0
1790268739.7393715,34.0,70.0,-175.0,0.0,0.0,0.0,84.0
1790268740.7413733,34.0,70.0,-175.0,0.0,0.0,0.0,82.0
1790268741.742707,34.0,70.0,-175.0,0.0,0.0,0.0,83.0
1790268742.7587216,34.0,70.0,-175.0,0.0,0.0,0.0,78.0
1790268743.7647867,34.0,70.0,-175.0,0.0,0.0,0.0,79.0
1790268744.774467,34.0,70.0,-175.0,0.0,0.0,0.0,79.0
1790268745.7925932,33.0,70.0,-175.0,0.0,0.0,0.0,80.0
1790268746.795389,33.0,70.0,-175.0,0.0,0.0,0.0,81.0
1790268747.7967348,33.0,70.0,-175.0,0.0,0.0,0.0,83.0
1790268748.7970626,33.0,70.0,-175.0,0.0,0.0,0.0,82.0
1790268749.7999759,33.0,70.0,-175.0,0.0,0.0,0.0,79.0
1790268750.809116,32.0,70.0,-175.0,0.0,0.0,0.0,83.0
1790268751.838965,32.0,70.0,-175.0,0.0,0.0,0.0,81.0
1790268752.8540235,32.0,70.0,-175.0,0.0,0.0,0.0,83.0
1790268753.8808393,32.0,70.0,-175.0,0.0,0.0,0.0,82.0
1790268754.9230413,31.0,70.0,-175.0,0.0,0.0,0.0,78.0
1790268755.9354892,31.0,70.0,-175.0,0.0,0.0,0.0,82.0
1790268756.949888,31.0,70.0,-175.0,0.0,0.0,0.0,78.0
1790268757.97959,31.0,70.0,-175.0,0.0,0.0,0.0,82.0
1790268759.027484,30.0,70.0,-175.0,0.0,0.0,0.0,80.0
1790268760.0329874,30.0,70.0,-175.0,0.0,0.0,0.0,83.0
1790268761.0409243,30.0,70.0,-175.0,0.0,0.0,0.0,85.0
1790268762.1032853,29.0,70.0,-175.0,0.0,0.0,0.0,83.0
1790268763.1256473,29.0,70.0,-175.0,0.0,0.0,0.0,84.0
