t,seq,frame_age_ms,round,hold,cue_label,cue_name,phase,vocabulary,hand_detected,hand_auth,face_auth,mode,raw_gesture,emitted_gesture,command,fb_stable_count,gesture_conf,battery,altitude_cm,actuation_suppressed,bbox_area,delta_s,lm00_x,lm00_y,lm00_z,lm01_x,lm01_y,lm01_z,lm02_x,lm02_y,lm02_z,lm03_x,lm03_y,lm03_z,lm04_x,lm04_y,lm04_z,lm05_x,lm05_y,lm05_z,lm06_x,lm06_y,lm06_z,lm07_x,lm07_y,lm07_z,lm08_x,lm08_y,lm08_z,lm09_x,lm09_y,lm09_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
1790268633.274247,6045,2.0,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,17,0.9993244302591588,51.0,70.0,1,0.030694446540380227,0.007403703870892507,0.807544529,0.653430223,3.68489339e-07,0.775376499,0.620264173,-0.0150248623,0.758291483,0.569520116,-0.0252058636,0.778777897,0.527542174,-0.0368229225,0.80697614,0.506572247,-0.0474096723,0.763036609,0.494932652,-0.0130905556,0.751187027,0.428372443,-0.0309587326,0.747313976,0.387673616,-0.0417396091,0.745674431,0.353067607,-0.0474925339,0.790573359,0.493355989,-0.0190844052,0.778570533,0.41592443,-0.0373413153,0.770459414,0.373068452,-0.0466965809,0.76706171,0.336308062,-0.0493794754,0.818959296,0.509339094,-0.0273631494,0.810675323,0.484337211,-0.0517156571,0.800105453,0.529695928,-0.0511871167,0.797727108,0.559047818,-0.0422187038,0.843787789,0.536860585,-0.0370553993,0.831285834,0.516469836,-0.051096864,0.819022477,0.549689353,-0.0442219451,0.815931022,0.572260261,-0.0345075987
1790268633.3102226,6046,2.01,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,18,0.9993827624710038,51.0,70.0,1,0.0308112736477959,0.0038061317464050384,0.806052983,0.64523524,3.45538211e-07,0.774632394,0.60991466,-0.0145757711,0.75889504,0.560330808,-0.0240127277,0.780735731,0.519579947,-0.0350267813,0.807365119,0.498157173,-0.0451938659,0.75993681,0.488259405,-0.0119609842,0.748511553,0.422624886,-0.0292807631,0.744374633,0.383377582,-0.0397900119,0.741999686,0.349436402,-0.0453433432,0.788022339,0.485851347,-0.017784059,0.776573896,0.411697328,-0.0347223096,0.769462705,0.370314956,-0.0434463657,0.766596615,0.334359109,-0.0459608398,0.816899598,0.501434445,-0.0259786025,0.810549796,0.47816056,-0.049555894,0.800589085,0.521644711,-0.0498364493,0.798166454,0.550547063,-0.0416714512,0.841772914,0.529080391,-0.0355426706,0.831245124,0.509677708,-0.0493097231,0.818935156,0.540846229,-0.0429676771,0.815471649,0.562897563,-0.0337830111
1790268633.3820212,6047,6.98,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,19,0.9993827624710038,51.0,70.0,1,0.03088498118017924,0.0023922260801643542,0.806052983,0.64523524,3.45538211e-07,0.774632394,0.60991466,-0.0145757711,0.75889504,0.560330808,-0.0240127277,0.780735731,0.519579947,-0.0350267813,0.807365119,0.498157173,-0.0451938659,0.75993681,0.488259405,-0.0119609842,0.748511553,0.422624886,-0.0292807631,0.744374633,0.383377582,-0.0397900119,0.741999686,0.349436402,-0.0453433432,0.788022339,0.485851347,-0.017784059,0.776573896,0.411697328,-0.0347223096,0.769462705,0.370314956,-0.0434463657,0.766596615,0.334359109,-0.0459608398,0.816899598,0.501434445,-0.0259786025,0.810549796,0.47816056,-0.049555894,0.800589085,0.521644711,-0.0498364493,0.798166454,0.550547063,-0.0416714512,0.841772914,0.529080391,-0.0355426706,0.831245124,0.509677708,-0.0493097231,0.818935156,0.540846229,-0.0429676771,0.815471649,0.562897563,-0.0337830111
1790268633.4075472,6048,1.0,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,20,0.9991629774902427,51.0,70.0,1,0.030881533711689002,-0.00011162281337081758,0.802187443,0.6493209,3.3497156e-07,0.770276189,0.614863753,-0.0144868977,0.754322886,0.566977978,-0.0242419019,0.7753793,0.525944054,-0.035438288,0.801827252,0.505103946,-0.0458159707,0.755507886,0.493852556,-0.0136621511,0.744573295,0.428993702,-0.0316496678,0.740966678,0.389443606,-0.0428728536,0.739607811,0.355351031,-0.0489754304,0.784281135,0.491180778,-0.0196726806,0.771699607,0.41662088,-0.0363668129,0.765312612,0.374936432,-0.0451700017,0.763144493,0.339265466,-0.0480820499,0.813790858,0.50649488,-0.0278898124,0.807805598,0.483613014,-0.0502396002,0.797336459,0.522640526,-0.0511336662,0.793531239,0.55050683,-0.0442561023,0.839179993,0.534245372,-0.0375638716,0.828910768,0.519922614,-0.0507651456,0.815256,0.548972249,-0.045296412,0.809762895,0.570685983,-0.03712238
1790268633.4671578,6049,28.93,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,21,0.9991629774902427,51.0,70.0,1,0.030878837168224038,-8.731896187990432e-05,0.802187443,0.6493209,3.3497156e-07,0.770276189,0.614863753,-0.0144868977,0.754322886,0.566977978,-0.0242419019,0.7753793,0.525944054,-0.035438288,0.801827252,0.505103946,-0.0458159707,0.755507886,0.493852556,-0.0136621511,0.744573295,0.428993702,-0.0316496678,0.740966678,0.389443606,-0.0428728536,0.739607811,0.355351031,-0.0489754304,0.784281135,0.491180778,-0.0196726806,0.771699607,0.41662088,-0.0363668129,0.765312612,0.374936432,-0.0451700017,0.763144493,0.339265466,-0.0480820499,0.813790858,0.50649488,-0.0278898124,0.807805598,0.483613014,-0.0502396002,0.797336459,0.522640526,-0.0511336662,0.793531239,0.55050683,-0.0442561023,0.839179993,0.534245372,-0.0375638716,0.828910768,0.519922614,-0.0507651456,0.815256,0.548972249,-0.045296412,0.809762895,0.570685983,-0.03712238
1790268633.4926016,6050,18.46,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,22,0.9985841016994379,51.0,70.0,1,0.03099386544715088,0.0037251493085760784,0.800828815,0.649367809,3.40389732e-07,0.769503772,0.615312517,-0.015605201,0.754817605,0.56621629,-0.0257779825,0.776857853,0.525576055,-0.0372092947,0.802906513,0.503992736,-0.047856167,0.755233049,0.494656146,-0.0145739093,0.744585276,0.428962171,-0.0329499692,0.74038434,0.389457494,-0.04405424,0.737831295,0.35521549,-0.0499057621,0.783786476,0.492300242,-0.0202119593,0.771599531,0.418314368,-0.0381452329,0.764008582,0.377563596,-0.0472017154,0.760098815,0.342095315,-0.0497472174,0.813564479,0.507289886,-0.028139269,0.806992292,0.485407025,-0.0521095842,0.797063589,0.528659046,-0.0521828383,0.794103324,0.556352675,-0.0439331084,0.839372873,0.533935964,-0.0375158302,0.828372002,0.516260028,-0.0510752723,0.815716505,0.54830116,-0.0441399142,0.812147021,0.569445491,-0.034587197
1790268633.5565174,6051,14.01,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,23,0.9985841016994379,51.0,70.0,1,0.031067315368986215,0.0023698212783615667,0.800828815,0.649367809,3.40389732e-07,0.769503772,0.615312517,-0.015605201,0.754817605,0.56621629,-0.0257779825,0.776857853,0.525576055,-0.0372092947,0.802906513,0.503992736,-0.047856167,0.755233049,0.494656146,-0.0145739093,0.744585276,0.428962171,-0.0329499692,0.74038434,0.389457494,-0.04405424,0.737831295,0.35521549,-0.0499057621,0.783786476,0.492300242,-0.0202119593,0.771599531,0.418314368,-0.0381452329,0.764008582,0.377563596,-0.0472017154,0.760098815,0.342095315,-0.0497472174,0.813564479,0.507289886,-0.028139269,0.806992292,0.485407025,-0.0521095842,0.797063589,0.528659046,-0.0521828383,0.794103324,0.556352675,-0.0439331084,0.839372873,0.533935964,-0.0375158302,0.828372002,0.516260028,-0.0510752723,0.815716505,0.54830116,-0.0441399142,0.812147021,0.569445491,-0.034587197
1790268633.5824454,6052,6.98,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,24,0.9992961194147116,51.0,70.0,1,0.03097238024083815,-0.00305578795658789,0.799490929,0.649944901,3.54883923e-07,0.767798662,0.615186334,-0.0154182697,0.753863275,0.565404713,-0.0252172686,0.776156723,0.523924768,-0.036293637,0.801903903,0.50247854,-0.046516832,0.75433296,0.494550586,-0.013498459,0.744133413,0.429475367,-0.0318383984,0.740290999,0.389240593,-0.0432793386,0.738367558,0.354336232,-0.0494646132,0.782626808,0.492432445,-0.0191922151,0.770697415,0.418287218,-0.0370395556,0.763642967,0.376974642,-0.0462877825,0.761008441,0.340361834,-0.0490768589,0.812142491,0.507858753,-0.0272044353,0.806281447,0.48467797,-0.050716415,0.796300173,0.527901292,-0.0502251126,0.793629229,0.555882156,-0.0416813493,0.837842345,0.535256267,-0.0367338546,0.827880561,0.515134573,-0.0496709608,0.815810621,0.546168268,-0.0422535837,0.812697947,0.566739976,-0.0324367248
1790268633.6415472,6053,33.17,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,25,0.9992961194147116,51.0,70.0,1,0.030910589982646286,-0.001995011610712121,0.799490929,0.649944901,3.54883923e-07,0.767798662,0.615186334,-0.0154182697,0.753863275,0.565404713,-0.0252172686,0.776156723,0.523924768,-0.036293637,0.801903903,0.50247854,-0.046516832,0.75433296,0.494550586,-0.013498459,0.744133413,0.429475367,-0.0318383984,0.740290999,0.389240593,-0.0432793386,0.738367558,0.354336232,-0.0494646132,0.782626808,0.492432445,-0.0191922151,0.770697415,0.418287218,-0.0370395556,0.763642967,0.376974642,-0.0462877825,0.761008441,0.340361834,-0.0490768589,0.812142491,0.507858753,-0.0272044353,0.806281447,0.48467797,-0.050716415,0.796300173,0.527901292,-0.0502251126,0.793629229,0.555882156,-0.0416813493,0.837842345,0.535256267,-0.0367338546,0.827880561,0.515134573,-0.0496709608,0.815810621,0.546168268,-0.0422535837,0.812697947,0.566739976,-0.0324367248
1790268633.6677248,6054,25.18,2,20,3,UP,settle,svm,1,1,1,gesture,UP,UP,rc lr=0 fb=0 ud=30 yaw=0,26,0.9991054131498006,51.0,70.0,1,0.030857403569893194,-0.0017206534324628567,0.795820832,0.653198779,3.5233785e-07,0.763881087,0.617902339,-0.0148141133,0.748372376,0.569049835,-0.0248751063,0.76923126,0.528305471,-0.0364685543,0.795019448,0.508121133,-0.0472620428,0.750406444,0.497681648,-0.0135535216,0.741085768,0.432708353,-0.032599844,0.737475753,0.392616898,-0.0447134785,0.735792935,0.357832015,-0.0513937809,0.778925359,0.49634999,-0.0198924597,0.767608225,0.422250271,-0.0385535881,0.760612309,0.380742341,-0.0481802598,0.757753134,0.343052894,-0.0512624905,0.808828354,0.512095273,-0.028515704,0.802684247,0.488058656,-0.0526248775,0.792028844,0.531511068,-0.0519188158,0.788453877,0.559947729,-0.0432550609,0.834966421,0.539918482,-0.0386631936,0.825810134,0.519687474,-0.0521383919,0.81285429,0.550487816,-0.0447203293,0.808501422,0.571335614,-0.034876287
